language,split,rendering,family,task,verb,neg,label,sentence_a,sentence_b
de,dev_b,auxiliary,reported_clause,negation,0,True,0,"Jemand sagt, dass das kleine grüne Kaninchen den jungen roten Hund nicht sieht und der junge rote Hund das kleine grüne Kaninchen sieht.","Jemand sagt, dass der junge rote Hund von dem kleinen grünen Kaninchen gesehen wird und das kleine grüne Kaninchen nicht von dem jungen roten Hund gesehen wird."
ko,dev_b,primary,assertion,negation,0,True,0,작은 초록색 토끼가 어린 빨간색 개를 보지 않는다는 것과 어린 빨간색 개가 작은 초록색 토끼를 본다는 것이 모두 사실이다.,어린 빨간색 개를 작은 초록색 토끼가 본다는 것과 작은 초록색 토끼를 어린 빨간색 개가 보지 않는다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,negation,0,True,0,작은 초록색 토끼가 어린 빨간색 개를 보지 않는다는 것과 어린 빨간색 개가 작은 초록색 토끼를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 빨간색 개를 작은 초록색 토끼가 본다는 것과 작은 초록색 토끼를 어린 빨간색 개가 보지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,negation,0,True,1,The small green rabbit does not see the young red dog and the young red dog sees the small green rabbit.,The young red dog is not seen by the small green rabbit and the small green rabbit is seen by the young red dog.
en,dev_b,auxiliary,reported_clause,negation,0,True,1,Someone says that the small green rabbit does not see the young red dog and the young red dog sees the small green rabbit.,Someone says that the young red dog is not seen by the small green rabbit and the small green rabbit is seen by the young red dog.
de,dev_b,primary,assertion,negation,0,True,1,Das kleine grüne Kaninchen sieht den jungen roten Hund nicht und der junge rote Hund sieht das kleine grüne Kaninchen.,Der junge rote Hund wird nicht von dem kleinen grünen Kaninchen gesehen und das kleine grüne Kaninchen wird von dem jungen roten Hund gesehen.
de,dev_b,auxiliary,reported_clause,negation,0,True,1,"Jemand sagt, dass das kleine grüne Kaninchen den jungen roten Hund nicht sieht und der junge rote Hund das kleine grüne Kaninchen sieht.","Jemand sagt, dass der junge rote Hund nicht von dem kleinen grünen Kaninchen gesehen wird und das kleine grüne Kaninchen von dem jungen roten Hund gesehen wird."
ko,dev_b,primary,assertion,negation,0,True,1,작은 초록색 토끼가 어린 빨간색 개를 보지 않는다는 것과 어린 빨간색 개가 작은 초록색 토끼를 본다는 것이 모두 사실이다.,어린 빨간색 개를 작은 초록색 토끼가 보지 않는다는 것과 작은 초록색 토끼를 어린 빨간색 개가 본다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,negation,0,True,1,작은 초록색 토끼가 어린 빨간색 개를 보지 않는다는 것과 어린 빨간색 개가 작은 초록색 토끼를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 빨간색 개를 작은 초록색 토끼가 보지 않는다는 것과 작은 초록색 토끼를 어린 빨간색 개가 본다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,negation,0,False,0,The young blue bear sees the large white cow and the large white cow does not see the young blue bear.,The large white cow is not seen by the young blue bear and the young blue bear is seen by the large white cow.
en,dev_b,auxiliary,reported_clause,negation,0,False,0,Someone says that the young blue bear sees the large white cow and the large white cow does not see the young blue bear.,Someone says that the large white cow is not seen by the young blue bear and the young blue bear is seen by the large white cow.
de,dev_b,primary,assertion,negation,0,False,0,Der junge blaue Bär sieht die große weiße Kuh und die große weiße Kuh sieht den jungen blauen Bären nicht.,Die große weiße Kuh wird nicht von dem jungen blauen Bären gesehen und der junge blaue Bär wird von der großen weißen Kuh gesehen.
de,dev_b,auxiliary,reported_clause,negation,0,False,0,"Jemand sagt, dass der junge blaue Bär die große weiße Kuh sieht und die große weiße Kuh den jungen blauen Bären nicht sieht.","Jemand sagt, dass die große weiße Kuh nicht von dem jungen blauen Bären gesehen wird und der junge blaue Bär von der großen weißen Kuh gesehen wird."
ko,dev_b,primary,assertion,negation,0,False,0,어린 파란색 곰이 큰 하얀색 소를 본다는 것과 큰 하얀색 소가 어린 파란색 곰을 보지 않는다는 것이 모두 사실이다.,큰 하얀색 소를 어린 파란색 곰이 보지 않는다는 것과 어린 파란색 곰을 큰 하얀색 소가 본다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,negation,0,False,0,어린 파란색 곰이 큰 하얀색 소를 본다는 것과 큰 하얀색 소가 어린 파란색 곰을 보지 않는다는 것이 모두 사실이라고 누군가 말한다.,큰 하얀색 소를 어린 파란색 곰이 보지 않는다는 것과 어린 파란색 곰을 큰 하얀색 소가 본다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,negation,0,False,1,The young blue bear sees the large white cow and the large white cow does not see the young blue bear.,The large white cow is seen by the young blue bear and the young blue bear is not seen by the large white cow.
en,dev_b,auxiliary,reported_clause,negation,0,False,1,Someone says that the young blue bear sees the large white cow and the large white cow does not see the young blue bear.,Someone says that the large white cow is seen by the young blue bear and the young blue bear is not seen by the large white cow.
de,dev_b,primary,assertion,negation,0,False,1,Der junge blaue Bär sieht die große weiße Kuh und die große weiße Kuh sieht den jungen blauen Bären nicht.,Die große weiße Kuh wird von dem jungen blauen Bären gesehen und der junge blaue Bär wird nicht von der großen weißen Kuh gesehen.
de,dev_b,auxiliary,reported_clause,negation,0,False,1,"Jemand sagt, dass der junge blaue Bär die große weiße Kuh sieht und die große weiße Kuh den jungen blauen Bären nicht sieht.","Jemand sagt, dass die große weiße Kuh von dem jungen blauen Bären gesehen wird und der junge blaue Bär nicht von der großen weißen Kuh gesehen wird."
ko,dev_b,primary,assertion,negation,0,False,1,어린 파란색 곰이 큰 하얀색 소를 본다는 것과 큰 하얀색 소가 어린 파란색 곰을 보지 않는다는 것이 모두 사실이다.,큰 하얀색 소를 어린 파란색 곰이 본다는 것과 어린 파란색 곰을 큰 하얀색 소가 보지 않는다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,negation,0,False,1,어린 파란색 곰이 큰 하얀색 소를 본다는 것과 큰 하얀색 소가 어린 파란색 곰을 보지 않는다는 것이 모두 사실이라고 누군가 말한다.,큰 하얀색 소를 어린 파란색 곰이 본다는 것과 어린 파란색 곰을 큰 하얀색 소가 보지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,0,True,0,The old black dog is above the small blue dog and the young white fox is below the large black bear.,The small blue dog is above the old black dog and the large black bear is below the young white fox.
en,dev_b,auxiliary,reported_clause,space,0,True,0,Someone says that the old black dog is above the small blue dog and the young white fox is below the large black bear.,Someone says that the small blue dog is above the old black dog and the large black bear is below the young white fox.
de,dev_b,primary,assertion,space,0,True,0,Der alte schwarze Hund ist über dem kleinen blauen Hund und der junge weiße Fuchs ist unter dem großen schwarzen Bären.,Der kleine blaue Hund ist über dem alten schwarzen Hund und der große schwarze Bär ist unter dem jungen weißen Fuchs.
de,dev_b,auxiliary,reported_clause,space,0,True,0,"Jemand sagt, dass der alte schwarze Hund über dem kleinen blauen Hund ist und der junge weiße Fuchs unter dem großen schwarzen Bären ist.","Jemand sagt, dass der kleine blaue Hund über dem alten schwarzen Hund ist und der große schwarze Bär unter dem jungen weißen Fuchs ist."
ko,dev_b,primary,assertion,space,0,True,0,늙은 검은색 개가 작은 파란색 개의 위에 있다는 것과 어린 하얀색 여우가 큰 검은색 곰의 아래에 있다는 것이 모두 사실이다.,작은 파란색 개가 늙은 검은색 개의 위에 있다는 것과 큰 검은색 곰이 어린 하얀색 여우의 아래에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,0,True,0,늙은 검은색 개가 작은 파란색 개의 위에 있다는 것과 어린 하얀색 여우가 큰 검은색 곰의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 파란색 개가 늙은 검은색 개의 위에 있다는 것과 큰 검은색 곰이 어린 하얀색 여우의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,0,True,1,The old black dog is above the small blue dog and the young white fox is below the large black bear.,The small blue dog is below the old black dog and the large black bear is above the young white fox.
en,dev_b,auxiliary,reported_clause,space,0,True,1,Someone says that the old black dog is above the small blue dog and the young white fox is below the large black bear.,Someone says that the small blue dog is below the old black dog and the large black bear is above the young white fox.
de,dev_b,primary,assertion,space,0,True,1,Der alte schwarze Hund ist über dem kleinen blauen Hund und der junge weiße Fuchs ist unter dem großen schwarzen Bären.,Der kleine blaue Hund ist unter dem alten schwarzen Hund und der große schwarze Bär ist über dem jungen weißen Fuchs.
de,dev_b,auxiliary,reported_clause,space,0,True,1,"Jemand sagt, dass der alte schwarze Hund über dem kleinen blauen Hund ist und der junge weiße Fuchs unter dem großen schwarzen Bären ist.","Jemand sagt, dass der kleine blaue Hund unter dem alten schwarzen Hund ist und der große schwarze Bär über dem jungen weißen Fuchs ist."
ko,dev_b,primary,assertion,space,0,True,1,늙은 검은색 개가 작은 파란색 개의 위에 있다는 것과 어린 하얀색 여우가 큰 검은색 곰의 아래에 있다는 것이 모두 사실이다.,작은 파란색 개가 늙은 검은색 개의 아래에 있다는 것과 큰 검은색 곰이 어린 하얀색 여우의 위에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,0,True,1,늙은 검은색 개가 작은 파란색 개의 위에 있다는 것과 어린 하얀색 여우가 큰 검은색 곰의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 파란색 개가 늙은 검은색 개의 아래에 있다는 것과 큰 검은색 곰이 어린 하얀색 여우의 위에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,1,True,0,The large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,The small yellow cat is to the left of the large white fox and the young black sheep is to the right of the old green cow.
en,dev_b,auxiliary,reported_clause,space,1,True,0,Someone says that the large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,Someone says that the small yellow cat is to the left of the large white fox and the young black sheep is to the right of the old green cow.
de,dev_b,primary,assertion,space,1,True,0,Der große weiße Fuchs ist links von der kleinen gelben Katze und die alte grüne Kuh ist rechts von dem jungen schwarzen Schaf.,Die kleine gelbe Katze ist links von dem großen weißen Fuchs und das junge schwarze Schaf ist rechts von der alten grünen Kuh.
de,dev_b,auxiliary,reported_clause,space,1,True,0,"Jemand sagt, dass der große weiße Fuchs links von der kleinen gelben Katze ist und die alte grüne Kuh rechts von dem jungen schwarzen Schaf ist.","Jemand sagt, dass die kleine gelbe Katze links von dem großen weißen Fuchs ist und das junge schwarze Schaf rechts von der alten grünen Kuh ist."
ko,dev_b,primary,assertion,space,1,True,0,큰 하얀색 여우가 작은 노란색 고양이의 왼쪽에 있다는 것과 늙은 초록색 소가 어린 검은색 양의 오른쪽에 있다는 것이 모두 사실이다.,작은 노란색 고양이가 큰 하얀색 여우의 왼쪽에 있다는 것과 어린 검은색 양이 늙은 초록색 소의 오른쪽에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,1,True,0,큰 하얀색 여우가 작은 노란색 고양이의 왼쪽에 있다는 것과 늙은 초록색 소가 어린 검은색 양의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 노란색 고양이가 큰 하얀색 여우의 왼쪽에 있다는 것과 어린 검은색 양이 늙은 초록색 소의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,1,True,1,The large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,The small yellow cat is to the right of the large white fox and the young black sheep is to the left of the old green cow.
en,dev_b,auxiliary,reported_clause,space,1,True,1,Someone says that the large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,Someone says that the small yellow cat is to the right of the large white fox and the young black sheep is to the left of the old green cow.
de,dev_b,primary,assertion,space,1,True,1,Der große weiße Fuchs ist links von der kleinen gelben Katze und die alte grüne Kuh ist rechts von dem jungen schwarzen Schaf.,Die kleine gelbe Katze ist rechts von dem großen weißen Fuchs und das junge schwarze Schaf ist links von der alten grünen Kuh.
de,dev_b,auxiliary,reported_clause,space,1,True,1,"Jemand sagt, dass der große weiße Fuchs links von der kleinen gelben Katze ist und die alte grüne Kuh rechts von dem jungen schwarzen Schaf ist.","Jemand sagt, dass die kleine gelbe Katze rechts von dem großen weißen Fuchs ist und das junge schwarze Schaf links von der alten grünen Kuh ist."
ko,dev_b,primary,assertion,space,1,True,1,큰 하얀색 여우가 작은 노란색 고양이의 왼쪽에 있다는 것과 늙은 초록색 소가 어린 검은색 양의 오른쪽에 있다는 것이 모두 사실이다.,작은 노란색 고양이가 큰 하얀색 여우의 오른쪽에 있다는 것과 어린 검은색 양이 늙은 초록색 소의 왼쪽에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,1,True,1,큰 하얀색 여우가 작은 노란색 고양이의 왼쪽에 있다는 것과 늙은 초록색 소가 어린 검은색 양의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 노란색 고양이가 큰 하얀색 여우의 오른쪽에 있다는 것과 어린 검은색 양이 늙은 초록색 소의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,2,False,0,The young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,The large green cow is to the left of the young white cow and the young black cow is to the right of the large red rabbit.
en,dev_b,auxiliary,reported_clause,space,2,False,0,Someone says that the young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,Someone says that the large green cow is to the left of the young white cow and the young black cow is to the right of the large red rabbit.
de,dev_b,primary,assertion,space,2,False,0,Die junge weiße Kuh ist links von der großen grünen Kuh und das große rote Kaninchen ist rechts von der jungen schwarzen Kuh.,Die große grüne Kuh ist links von der jungen weißen Kuh und die junge schwarze Kuh ist rechts von dem großen roten Kaninchen.
de,dev_b,auxiliary,reported_clause,space,2,False,0,"Jemand sagt, dass die junge weiße Kuh links von der großen grünen Kuh ist und das große rote Kaninchen rechts von der jungen schwarzen Kuh ist.","Jemand sagt, dass die große grüne Kuh links von der jungen weißen Kuh ist und die junge schwarze Kuh rechts von dem großen roten Kaninchen ist."
ko,dev_b,primary,assertion,space,2,False,0,어린 하얀색 소가 큰 초록색 소의 왼쪽에 있다는 것과 큰 빨간색 토끼가 어린 검은색 소의 오른쪽에 있다는 것이 모두 사실이다.,큰 초록색 소가 어린 하얀색 소의 왼쪽에 있다는 것과 어린 검은색 소가 큰 빨간색 토끼의 오른쪽에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,2,False,0,어린 하얀색 소가 큰 초록색 소의 왼쪽에 있다는 것과 큰 빨간색 토끼가 어린 검은색 소의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,큰 초록색 소가 어린 하얀색 소의 왼쪽에 있다는 것과 어린 검은색 소가 큰 빨간색 토끼의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,2,False,1,The young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,The large green cow is to the right of the young white cow and the young black cow is to the left of the large red rabbit.
en,dev_b,auxiliary,reported_clause,space,2,False,1,Someone says that the young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,Someone says that the large green cow is to the right of the young white cow and the young black cow is to the left of the large red rabbit.
de,dev_b,primary,assertion,space,2,False,1,Die junge weiße Kuh ist links von der großen grünen Kuh und das große rote Kaninchen ist rechts von der jungen schwarzen Kuh.,Die große grüne Kuh ist rechts von der jungen weißen Kuh und die junge schwarze Kuh ist links von dem großen roten Kaninchen.
de,dev_b,auxiliary,reported_clause,space,2,False,1,"Jemand sagt, dass die junge weiße Kuh links von der großen grünen Kuh ist und das große rote Kaninchen rechts von der jungen schwarzen Kuh ist.","Jemand sagt, dass die große grüne Kuh rechts von der jungen weißen Kuh ist und die junge schwarze Kuh links von dem großen roten Kaninchen ist."
ko,dev_b,primary,assertion,space,2,False,1,어린 하얀색 소가 큰 초록색 소의 왼쪽에 있다는 것과 큰 빨간색 토끼가 어린 검은색 소의 오른쪽에 있다는 것이 모두 사실이다.,큰 초록색 소가 어린 하얀색 소의 오른쪽에 있다는 것과 어린 검은색 소가 큰 빨간색 토끼의 왼쪽에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,2,False,1,어린 하얀색 소가 큰 초록색 소의 왼쪽에 있다는 것과 큰 빨간색 토끼가 어린 검은색 소의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,큰 초록색 소가 어린 하얀색 소의 오른쪽에 있다는 것과 어린 검은색 소가 큰 빨간색 토끼의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,1,False,0,The large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,The young green bear is to the right of the large black rabbit and the young white lion is to the left of the young yellow duck.
en,dev_b,auxiliary,reported_clause,space,1,False,0,Someone says that the large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,Someone says that the young green bear is to the right of the large black rabbit and the young white lion is to the left of the young yellow duck.
de,dev_b,primary,assertion,space,1,False,0,Das große schwarze Kaninchen ist rechts von dem jungen grünen Bären und die junge gelbe Ente ist links von dem jungen weißen Löwen.,Der junge grüne Bär ist rechts von dem großen schwarzen Kaninchen und der junge weiße Löwe ist links von der jungen gelben Ente.
de,dev_b,auxiliary,reported_clause,space,1,False,0,"Jemand sagt, dass das große schwarze Kaninchen rechts von dem jungen grünen Bären ist und die junge gelbe Ente links von dem jungen weißen Löwen ist.","Jemand sagt, dass der junge grüne Bär rechts von dem großen schwarzen Kaninchen ist und der junge weiße Löwe links von der jungen gelben Ente ist."
ko,dev_b,primary,assertion,space,1,False,0,큰 검은색 토끼가 어린 초록색 곰의 오른쪽에 있다는 것과 어린 노란색 오리가 어린 하얀색 사자의 왼쪽에 있다는 것이 모두 사실이다.,어린 초록색 곰이 큰 검은색 토끼의 오른쪽에 있다는 것과 어린 하얀색 사자가 어린 노란색 오리의 왼쪽에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,1,False,0,큰 검은색 토끼가 어린 초록색 곰의 오른쪽에 있다는 것과 어린 노란색 오리가 어린 하얀색 사자의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 곰이 큰 검은색 토끼의 오른쪽에 있다는 것과 어린 하얀색 사자가 어린 노란색 오리의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,1,False,1,The large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,The young green bear is to the left of the large black rabbit and the young white lion is to the right of the young yellow duck.
en,dev_b,auxiliary,reported_clause,space,1,False,1,Someone says that the large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,Someone says that the young green bear is to the left of the large black rabbit and the young white lion is to the right of the young yellow duck.
de,dev_b,primary,assertion,space,1,False,1,Das große schwarze Kaninchen ist rechts von dem jungen grünen Bären und die junge gelbe Ente ist links von dem jungen weißen Löwen.,Der junge grüne Bär ist links von dem großen schwarzen Kaninchen und der junge weiße Löwe ist rechts von der jungen gelben Ente.
de,dev_b,auxiliary,reported_clause,space,1,False,1,"Jemand sagt, dass das große schwarze Kaninchen rechts von dem jungen grünen Bären ist und die junge gelbe Ente links von dem jungen weißen Löwen ist.","Jemand sagt, dass der junge grüne Bär links von dem großen schwarzen Kaninchen ist und der junge weiße Löwe rechts von der jungen gelben Ente ist."
ko,dev_b,primary,assertion,space,1,False,1,큰 검은색 토끼가 어린 초록색 곰의 오른쪽에 있다는 것과 어린 노란색 오리가 어린 하얀색 사자의 왼쪽에 있다는 것이 모두 사실이다.,어린 초록색 곰이 큰 검은색 토끼의 왼쪽에 있다는 것과 어린 하얀색 사자가 어린 노란색 오리의 오른쪽에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,1,False,1,큰 검은색 토끼가 어린 초록색 곰의 오른쪽에 있다는 것과 어린 노란색 오리가 어린 하얀색 사자의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 곰이 큰 검은색 토끼의 왼쪽에 있다는 것과 어린 하얀색 사자가 어린 노란색 오리의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,2,True,0,The small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,The old black duck is behind the small black horse and the young green lion is in front of the small white mouse.
en,dev_b,auxiliary,reported_clause,space,2,True,0,Someone says that the small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,Someone says that the old black duck is behind the small black horse and the young green lion is in front of the small white mouse.
de,dev_b,primary,assertion,space,2,True,0,Das kleine schwarze Pferd ist hinter der alten schwarzen Ente und die kleine weiße Maus ist vor dem jungen grünen Löwen.,Die alte schwarze Ente ist hinter dem kleinen schwarzen Pferd und der junge grüne Löwe ist vor der kleinen weißen Maus.
de,dev_b,auxiliary,reported_clause,space,2,True,0,"Jemand sagt, dass das kleine schwarze Pferd hinter der alten schwarzen Ente ist und die kleine weiße Maus vor dem jungen grünen Löwen ist.","Jemand sagt, dass die alte schwarze Ente hinter dem kleinen schwarzen Pferd ist und der junge grüne Löwe vor der kleinen weißen Maus ist."
ko,dev_b,primary,assertion,space,2,True,0,작은 검은색 말이 늙은 검은색 오리의 뒤에 있다는 것과 작은 하얀색 쥐가 어린 초록색 사자의 앞에 있다는 것이 모두 사실이다.,늙은 검은색 오리가 작은 검은색 말의 뒤에 있다는 것과 어린 초록색 사자가 작은 하얀색 쥐의 앞에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,2,True,0,작은 검은색 말이 늙은 검은색 오리의 뒤에 있다는 것과 작은 하얀색 쥐가 어린 초록색 사자의 앞에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 검은색 오리가 작은 검은색 말의 뒤에 있다는 것과 어린 초록색 사자가 작은 하얀색 쥐의 앞에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,2,True,1,The small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,The old black duck is in front of the small black horse and the young green lion is behind the small white mouse.
en,dev_b,auxiliary,reported_clause,space,2,True,1,Someone says that the small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,Someone says that the old black duck is in front of the small black horse and the young green lion is behind the small white mouse.
de,dev_b,primary,assertion,space,2,True,1,Das kleine schwarze Pferd ist hinter der alten schwarzen Ente und die kleine weiße Maus ist vor dem jungen grünen Löwen.,Die alte schwarze Ente ist vor dem kleinen schwarzen Pferd und der junge grüne Löwe ist hinter der kleinen weißen Maus.
de,dev_b,auxiliary,reported_clause,space,2,True,1,"Jemand sagt, dass das kleine schwarze Pferd hinter der alten schwarzen Ente ist und die kleine weiße Maus vor dem jungen grünen Löwen ist.","Jemand sagt, dass die alte schwarze Ente vor dem kleinen schwarzen Pferd ist und der junge grüne Löwe hinter der kleinen weißen Maus ist."
ko,dev_b,primary,assertion,space,2,True,1,작은 검은색 말이 늙은 검은색 오리의 뒤에 있다는 것과 작은 하얀색 쥐가 어린 초록색 사자의 앞에 있다는 것이 모두 사실이다.,늙은 검은색 오리가 작은 검은색 말의 앞에 있다는 것과 어린 초록색 사자가 작은 하얀색 쥐의 뒤에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,2,True,1,작은 검은색 말이 늙은 검은색 오리의 뒤에 있다는 것과 작은 하얀색 쥐가 어린 초록색 사자의 앞에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 검은색 오리가 작은 검은색 말의 앞에 있다는 것과 어린 초록색 사자가 작은 하얀색 쥐의 뒤에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,0,False,0,The old green dog is above the old red cat and the old blue cow is below the small white rabbit.,The old red cat is above the old green dog and the small white rabbit is below the old blue cow.
en,dev_b,auxiliary,reported_clause,space,0,False,0,Someone says that the old green dog is above the old red cat and the old blue cow is below the small white rabbit.,Someone says that the old red cat is above the old green dog and the small white rabbit is below the old blue cow.
de,dev_b,primary,assertion,space,0,False,0,Der alte grüne Hund ist über der alten roten Katze und die alte blaue Kuh ist unter dem kleinen weißen Kaninchen.,Die alte rote Katze ist über dem alten grünen Hund und das kleine weiße Kaninchen ist unter der alten blauen Kuh.
de,dev_b,auxiliary,reported_clause,space,0,False,0,"Jemand sagt, dass der alte grüne Hund über der alten roten Katze ist und die alte blaue Kuh unter dem kleinen weißen Kaninchen ist.","Jemand sagt, dass die alte rote Katze über dem alten grünen Hund ist und das kleine weiße Kaninchen unter der alten blauen Kuh ist."
ko,dev_b,primary,assertion,space,0,False,0,늙은 초록색 개가 늙은 빨간색 고양이의 위에 있다는 것과 늙은 파란색 소가 작은 하얀색 토끼의 아래에 있다는 것이 모두 사실이다.,늙은 빨간색 고양이가 늙은 초록색 개의 위에 있다는 것과 작은 하얀색 토끼가 늙은 파란색 소의 아래에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,0,False,0,늙은 초록색 개가 늙은 빨간색 고양이의 위에 있다는 것과 늙은 파란색 소가 작은 하얀색 토끼의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간색 고양이가 늙은 초록색 개의 위에 있다는 것과 작은 하얀색 토끼가 늙은 파란색 소의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,space,0,False,1,The old green dog is above the old red cat and the old blue cow is below the small white rabbit.,The old red cat is below the old green dog and the small white rabbit is above the old blue cow.
en,dev_b,auxiliary,reported_clause,space,0,False,1,Someone says that the old green dog is above the old red cat and the old blue cow is below the small white rabbit.,Someone says that the old red cat is below the old green dog and the small white rabbit is above the old blue cow.
de,dev_b,primary,assertion,space,0,False,1,Der alte grüne Hund ist über der alten roten Katze und die alte blaue Kuh ist unter dem kleinen weißen Kaninchen.,Die alte rote Katze ist unter dem alten grünen Hund und das kleine weiße Kaninchen ist über der alten blauen Kuh.
de,dev_b,auxiliary,reported_clause,space,0,False,1,"Jemand sagt, dass der alte grüne Hund über der alten roten Katze ist und die alte blaue Kuh unter dem kleinen weißen Kaninchen ist.","Jemand sagt, dass die alte rote Katze unter dem alten grünen Hund ist und das kleine weiße Kaninchen über der alten blauen Kuh ist."
ko,dev_b,primary,assertion,space,0,False,1,늙은 초록색 개가 늙은 빨간색 고양이의 위에 있다는 것과 늙은 파란색 소가 작은 하얀색 토끼의 아래에 있다는 것이 모두 사실이다.,늙은 빨간색 고양이가 늙은 초록색 개의 아래에 있다는 것과 작은 하얀색 토끼가 늙은 파란색 소의 위에 있다는 것이 모두 사실이다.
ko,dev_b,auxiliary,reported_clause,space,0,False,1,늙은 초록색 개가 늙은 빨간색 고양이의 위에 있다는 것과 늙은 파란색 소가 작은 하얀색 토끼의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간색 고양이가 늙은 초록색 개의 아래에 있다는 것과 작은 하얀색 토끼가 늙은 파란색 소의 위에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,primary,assertion,quantity,1,False,0,There are five small red foxes and six small yellow foxes.,There are five small yellow foxes and six small red foxes.
en,dev_b,auxiliary,reported_clause,quantity,1,False,0,Someone says that there are five small red foxes and six small yellow foxes.,Someone says that there are five small yellow foxes and six small red foxes.
de,dev_b,primary,assertion,quantity,1,False,0,Es gibt fünf kleine rote Füchse und sechs kleine gelbe Füchse.,Es gibt fünf kleine gelbe Füchse und sechs kleine rote Füchse.
de,dev_b,auxiliary,reported_clause,quantity,1,False,0,"Jemand sagt, dass es fünf kleine rote Füchse und sechs kleine gelbe Füchse gibt.","Jemand sagt, dass es fünf kleine gelbe Füchse und sechs kleine rote Füchse gibt."
