language,split,task,verb,neg,label,sentence_a,sentence_b
de,dev_a,quantity,1,True,1,"Stimmt es, dass es fünf alte gelbe Füchse und zwei junge blaue Pferde gibt?","Stimmt es, dass es zwei junge blaue Pferde und fünf alte gelbe Füchse gibt?"
ko,dev_a,quantity,1,True,1,늙은 노란 여우 다섯 마리와 어린 파란 말 두 마리가 있다는 것이 사실인가?,어린 파란 말 두 마리와 늙은 노란 여우 다섯 마리가 있다는 것이 사실인가?
en,dev_a,quantity,2,True,0,Is it true that there are eight large yellow ducks and seven large black lions?,Is it true that there are eight large black lions and seven large yellow ducks?
de,dev_a,quantity,2,True,0,"Stimmt es, dass es acht große gelbe Enten und sieben große schwarze Löwen gibt?","Stimmt es, dass es acht große schwarze Löwen und sieben große gelbe Enten gibt?"
ko,dev_a,quantity,2,True,0,큰 노란 오리 여덟 마리와 큰 검은 사자 일곱 마리가 있다는 것이 사실인가?,큰 검은 사자 여덟 마리와 큰 노란 오리 일곱 마리가 있다는 것이 사실인가?
en,dev_a,quantity,2,True,1,Is it true that there are eight large yellow ducks and seven large black lions?,Is it true that there are seven large black lions and eight large yellow ducks?
de,dev_a,quantity,2,True,1,"Stimmt es, dass es acht große gelbe Enten und sieben große schwarze Löwen gibt?","Stimmt es, dass es sieben große schwarze Löwen und acht große gelbe Enten gibt?"
ko,dev_a,quantity,2,True,1,큰 노란 오리 여덟 마리와 큰 검은 사자 일곱 마리가 있다는 것이 사실인가?,큰 검은 사자 일곱 마리와 큰 노란 오리 여덟 마리가 있다는 것이 사실인가?
en,dev_a,quantity,0,False,0,Is it true that there are two large black foxes and four young red dogs?,Is it true that there are two young red dogs and four large black foxes?
de,dev_a,quantity,0,False,0,"Stimmt es, dass es zwei große schwarze Füchse und vier junge rote Hunde gibt?","Stimmt es, dass es zwei junge rote Hunde und vier große schwarze Füchse gibt?"
ko,dev_a,quantity,0,False,0,큰 검은 여우 두 마리와 어린 빨간 개 네 마리가 있다는 것이 사실인가?,어린 빨간 개 두 마리와 큰 검은 여우 네 마리가 있다는 것이 사실인가?
en,dev_a,quantity,0,False,1,Is it true that there are two large black foxes and four young red dogs?,Is it true that there are four young red dogs and two large black foxes?
de,dev_a,quantity,0,False,1,"Stimmt es, dass es zwei große schwarze Füchse und vier junge rote Hunde gibt?","Stimmt es, dass es vier junge rote Hunde und zwei große schwarze Füchse gibt?"
ko,dev_a,quantity,0,False,1,큰 검은 여우 두 마리와 어린 빨간 개 네 마리가 있다는 것이 사실인가?,어린 빨간 개 네 마리와 큰 검은 여우 두 마리가 있다는 것이 사실인가?
en,dev_a,quantity,1,False,0,Is it true that there are three young yellow cows and eight small black mice?,Is it true that there are three small black mice and eight young yellow cows?
de,dev_a,quantity,1,False,0,"Stimmt es, dass es drei junge gelbe Kühe und acht kleine schwarze Mäuse gibt?","Stimmt es, dass es drei kleine schwarze Mäuse und acht junge gelbe Kühe gibt?"
ko,dev_a,quantity,1,False,0,어린 노란 소 세 마리와 작은 검은 쥐 여덟 마리가 있다는 것이 사실인가?,작은 검은 쥐 세 마리와 어린 노란 소 여덟 마리가 있다는 것이 사실인가?
en,dev_a,quantity,1,False,1,Is it true that there are three young yellow cows and eight small black mice?,Is it true that there are eight small black mice and three young yellow cows?
de,dev_a,quantity,1,False,1,"Stimmt es, dass es drei junge gelbe Kühe und acht kleine schwarze Mäuse gibt?","Stimmt es, dass es acht kleine schwarze Mäuse und drei junge gelbe Kühe gibt?"
ko,dev_a,quantity,1,False,1,어린 노란 소 세 마리와 작은 검은 쥐 여덟 마리가 있다는 것이 사실인가?,작은 검은 쥐 여덟 마리와 어린 노란 소 세 마리가 있다는 것이 사실인가?
en,dev_b,roles,1,False,0,Someone says that the old red fox greets the young green dog and the young green dog follows the old red fox.,Someone says that the young green dog is followed by the old red fox and the old red fox is greeted by the young green dog.
de,dev_b,roles,1,False,0,"Jemand sagt, dass der alte rote Fuchs den jungen grünen Hund grüßt und der junge grüne Hund den alten roten Fuchs verfolgt.","Jemand sagt, dass der junge grüne Hund von dem alten roten Fuchs verfolgt wird und der alte rote Fuchs von dem jungen grünen Hund gegrüßt wird."
ko,dev_b,roles,1,False,0,늙은 빨간 여우가 어린 초록색 개를 맞이한다는 것과 어린 초록색 개가 늙은 빨간 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 개를 늙은 빨간 여우가 뒤따른다는 것과 늙은 빨간 여우를 어린 초록색 개가 맞이한다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,roles,1,False,1,Someone says that the old red fox greets the young green dog and the young green dog follows the old red fox.,Someone says that the young green dog is greeted by the old red fox and the old red fox is followed by the young green dog.
de,dev_b,roles,1,False,1,"Jemand sagt, dass der alte rote Fuchs den jungen grünen Hund grüßt und der junge grüne Hund den alten roten Fuchs verfolgt.","Jemand sagt, dass der junge grüne Hund von dem alten roten Fuchs gegrüßt wird und der alte rote Fuchs von dem jungen grünen Hund verfolgt wird."
ko,dev_b,roles,1,False,1,늙은 빨간 여우가 어린 초록색 개를 맞이한다는 것과 어린 초록색 개가 늙은 빨간 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 개를 늙은 빨간 여우가 맞이한다는 것과 늙은 빨간 여우를 어린 초록색 개가 뒤따른다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,roles,0,False,0,Someone says that the small green mouse sees the young yellow dog and the young yellow dog greets the small green mouse.,Someone says that the young yellow dog is greeted by the small green mouse and the small green mouse is seen by the young yellow dog.
de,dev_b,roles,0,False,0,"Jemand sagt, dass die kleine grüne Maus den jungen gelben Hund sieht und der junge gelbe Hund die kleine grüne Maus grüßt.","Jemand sagt, dass der junge gelbe Hund von der kleinen grünen Maus gegrüßt wird und die kleine grüne Maus von dem jungen gelben Hund gesehen wird."
ko,dev_b,roles,0,False,0,작은 초록색 쥐가 어린 노란 개를 본다는 것과 어린 노란 개가 작은 초록색 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,어린 노란 개를 작은 초록색 쥐가 맞이한다는 것과 작은 초록색 쥐를 어린 노란 개가 본다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,roles,0,False,1,Someone says that the small green mouse sees the young yellow dog and the young yellow dog greets the small green mouse.,Someone says that the young yellow dog is seen by the small green mouse and the small green mouse is greeted by the young yellow dog.
de,dev_b,roles,0,False,1,"Jemand sagt, dass die kleine grüne Maus den jungen gelben Hund sieht und der junge gelbe Hund die kleine grüne Maus grüßt.","Jemand sagt, dass der junge gelbe Hund von der kleinen grünen Maus gesehen wird und die kleine grüne Maus von dem jungen gelben Hund gegrüßt wird."
ko,dev_b,roles,0,False,1,작은 초록색 쥐가 어린 노란 개를 본다는 것과 어린 노란 개가 작은 초록색 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,어린 노란 개를 작은 초록색 쥐가 본다는 것과 작은 초록색 쥐를 어린 노란 개가 맞이한다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,roles,2,False,0,Someone says that the old white mouse follows the young black duck and the young black duck sees the old white mouse.,Someone says that the young black duck is seen by the old white mouse and the old white mouse is followed by the young black duck.
de,dev_b,roles,2,False,0,"Jemand sagt, dass die alte weiße Maus die junge schwarze Ente verfolgt und die junge schwarze Ente die alte weiße Maus sieht.","Jemand sagt, dass die junge schwarze Ente von der alten weißen Maus gesehen wird und die alte weiße Maus von der jungen schwarzen Ente verfolgt wird."
ko,dev_b,roles,2,False,0,늙은 하얀 쥐가 어린 검은 오리를 뒤따른다는 것과 어린 검은 오리가 늙은 하얀 쥐를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 검은 오리를 늙은 하얀 쥐가 본다는 것과 늙은 하얀 쥐를 어린 검은 오리가 뒤따른다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,roles,2,False,1,Someone says that the old white mouse follows the young black duck and the young black duck sees the old white mouse.,Someone says that the young black duck is followed by the old white mouse and the old white mouse is seen by the young black duck.
de,dev_b,roles,2,False,1,"Jemand sagt, dass die alte weiße Maus die junge schwarze Ente verfolgt und die junge schwarze Ente die alte weiße Maus sieht.","Jemand sagt, dass die junge schwarze Ente von der alten weißen Maus verfolgt wird und die alte weiße Maus von der jungen schwarzen Ente gesehen wird."
ko,dev_b,roles,2,False,1,늙은 하얀 쥐가 어린 검은 오리를 뒤따른다는 것과 어린 검은 오리가 늙은 하얀 쥐를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 검은 오리를 늙은 하얀 쥐가 뒤따른다는 것과 늙은 하얀 쥐를 어린 검은 오리가 본다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,2,True,0,Someone says that the large yellow fox does not follow the small blue bear and the small blue bear follows the large yellow fox.,Someone says that the small blue bear is followed by the large yellow fox and the large yellow fox is not followed by the small blue bear.
de,dev_b,negation,2,True,0,"Jemand sagt, dass der große gelbe Fuchs den kleinen blauen Bären nicht verfolgt und der kleine blaue Bär den großen gelben Fuchs verfolgt.","Jemand sagt, dass der kleine blaue Bär von dem großen gelben Fuchs verfolgt wird und der große gelbe Fuchs nicht von dem kleinen blauen Bären verfolgt wird."
ko,dev_b,negation,2,True,0,큰 노란 여우가 작은 파란 곰을 뒤따르지 않는다는 것과 작은 파란 곰이 큰 노란 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,작은 파란 곰을 큰 노란 여우가 뒤따른다는 것과 큰 노란 여우를 작은 파란 곰이 뒤따르지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,2,True,1,Someone says that the large yellow fox does not follow the small blue bear and the small blue bear follows the large yellow fox.,Someone says that the small blue bear is not followed by the large yellow fox and the large yellow fox is followed by the small blue bear.
de,dev_b,negation,2,True,1,"Jemand sagt, dass der große gelbe Fuchs den kleinen blauen Bären nicht verfolgt und der kleine blaue Bär den großen gelben Fuchs verfolgt.","Jemand sagt, dass der kleine blaue Bär nicht von dem großen gelben Fuchs verfolgt wird und der große gelbe Fuchs von dem kleinen blauen Bären verfolgt wird."
ko,dev_b,negation,2,True,1,큰 노란 여우가 작은 파란 곰을 뒤따르지 않는다는 것과 작은 파란 곰이 큰 노란 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,작은 파란 곰을 큰 노란 여우가 뒤따르지 않는다는 것과 큰 노란 여우를 작은 파란 곰이 뒤따른다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,1,False,0,Someone says that the large yellow bear greets the young black cow and the young black cow does not greet the large yellow bear.,Someone says that the young black cow is not greeted by the large yellow bear and the large yellow bear is greeted by the young black cow.
de,dev_b,negation,1,False,0,"Jemand sagt, dass der große gelbe Bär die junge schwarze Kuh grüßt und die junge schwarze Kuh den großen gelben Bären nicht grüßt.","Jemand sagt, dass die junge schwarze Kuh nicht von dem großen gelben Bären gegrüßt wird und der große gelbe Bär von der jungen schwarzen Kuh gegrüßt wird."
ko,dev_b,negation,1,False,0,큰 노란 곰이 어린 검은 소를 맞이한다는 것과 어린 검은 소가 큰 노란 곰을 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.,어린 검은 소를 큰 노란 곰이 맞이하지 않는다는 것과 큰 노란 곰을 어린 검은 소가 맞이한다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,1,False,1,Someone says that the large yellow bear greets the young black cow and the young black cow does not greet the large yellow bear.,Someone says that the young black cow is greeted by the large yellow bear and the large yellow bear is not greeted by the young black cow.
de,dev_b,negation,1,False,1,"Jemand sagt, dass der große gelbe Bär die junge schwarze Kuh grüßt und die junge schwarze Kuh den großen gelben Bären nicht grüßt.","Jemand sagt, dass die junge schwarze Kuh von dem großen gelben Bären gegrüßt wird und der große gelbe Bär nicht von der jungen schwarzen Kuh gegrüßt wird."
ko,dev_b,negation,1,False,1,큰 노란 곰이 어린 검은 소를 맞이한다는 것과 어린 검은 소가 큰 노란 곰을 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.,어린 검은 소를 큰 노란 곰이 맞이한다는 것과 큰 노란 곰을 어린 검은 소가 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,2,False,0,Someone says that the old red dog follows the young white sheep and the young white sheep does not follow the old red dog.,Someone says that the young white sheep is not followed by the old red dog and the old red dog is followed by the young white sheep.
de,dev_b,negation,2,False,0,"Jemand sagt, dass der alte rote Hund das junge weiße Schaf verfolgt und das junge weiße Schaf den alten roten Hund nicht verfolgt.","Jemand sagt, dass das junge weiße Schaf nicht von dem alten roten Hund verfolgt wird und der alte rote Hund von dem jungen weißen Schaf verfolgt wird."
ko,dev_b,negation,2,False,0,늙은 빨간 개가 어린 하얀 양을 뒤따른다는 것과 어린 하얀 양이 늙은 빨간 개를 뒤따르지 않는다는 것이 모두 사실이라고 누군가 말한다.,어린 하얀 양을 늙은 빨간 개가 뒤따르지 않는다는 것과 늙은 빨간 개를 어린 하얀 양이 뒤따른다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,2,False,1,Someone says that the old red dog follows the young white sheep and the young white sheep does not follow the old red dog.,Someone says that the young white sheep is followed by the old red dog and the old red dog is not followed by the young white sheep.
de,dev_b,negation,2,False,1,"Jemand sagt, dass der alte rote Hund das junge weiße Schaf verfolgt und das junge weiße Schaf den alten roten Hund nicht verfolgt.","Jemand sagt, dass das junge weiße Schaf von dem alten roten Hund verfolgt wird und der alte rote Hund nicht von dem jungen weißen Schaf verfolgt wird."
ko,dev_b,negation,2,False,1,늙은 빨간 개가 어린 하얀 양을 뒤따른다는 것과 어린 하얀 양이 늙은 빨간 개를 뒤따르지 않는다는 것이 모두 사실이라고 누군가 말한다.,어린 하얀 양을 늙은 빨간 개가 뒤따른다는 것과 늙은 빨간 개를 어린 하얀 양이 뒤따르지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,1,True,0,Someone says that the young black mouse does not greet the old red lion and the old red lion greets the young black mouse.,Someone says that the old red lion is greeted by the young black mouse and the young black mouse is not greeted by the old red lion.
de,dev_b,negation,1,True,0,"Jemand sagt, dass die junge schwarze Maus den alten roten Löwen nicht grüßt und der alte rote Löwe die junge schwarze Maus grüßt.","Jemand sagt, dass der alte rote Löwe von der jungen schwarzen Maus gegrüßt wird und die junge schwarze Maus nicht von dem alten roten Löwen gegrüßt wird."
ko,dev_b,negation,1,True,0,어린 검은 쥐가 늙은 빨간 사자를 맞이하지 않는다는 것과 늙은 빨간 사자가 어린 검은 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간 사자를 어린 검은 쥐가 맞이한다는 것과 어린 검은 쥐를 늙은 빨간 사자가 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,1,True,1,Someone says that the young black mouse does not greet the old red lion and the old red lion greets the young black mouse.,Someone says that the old red lion is not greeted by the young black mouse and the young black mouse is greeted by the old red lion.
de,dev_b,negation,1,True,1,"Jemand sagt, dass die junge schwarze Maus den alten roten Löwen nicht grüßt und der alte rote Löwe die junge schwarze Maus grüßt.","Jemand sagt, dass der alte rote Löwe nicht von der jungen schwarzen Maus gegrüßt wird und die junge schwarze Maus von dem alten roten Löwen gegrüßt wird."
ko,dev_b,negation,1,True,1,어린 검은 쥐가 늙은 빨간 사자를 맞이하지 않는다는 것과 늙은 빨간 사자가 어린 검은 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간 사자를 어린 검은 쥐가 맞이하지 않는다는 것과 어린 검은 쥐를 늙은 빨간 사자가 맞이한다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,0,True,0,Someone says that the small green rabbit does not see the young red dog and the young red dog sees the small green rabbit.,Someone says that the young red dog is seen by the small green rabbit and the small green rabbit is not seen by the young red dog.
de,dev_b,negation,0,True,0,"Jemand sagt, dass das kleine grüne Kaninchen den jungen roten Hund nicht sieht und der junge rote Hund das kleine grüne Kaninchen sieht.","Jemand sagt, dass der junge rote Hund von dem kleinen grünen Kaninchen gesehen wird und das kleine grüne Kaninchen nicht von dem jungen roten Hund gesehen wird."
ko,dev_b,negation,0,True,0,작은 초록색 토끼가 어린 빨간 개를 보지 않는다는 것과 어린 빨간 개가 작은 초록색 토끼를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 빨간 개를 작은 초록색 토끼가 본다는 것과 작은 초록색 토끼를 어린 빨간 개가 보지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,0,True,1,Someone says that the small green rabbit does not see the young red dog and the young red dog sees the small green rabbit.,Someone says that the young red dog is not seen by the small green rabbit and the small green rabbit is seen by the young red dog.
de,dev_b,negation,0,True,1,"Jemand sagt, dass das kleine grüne Kaninchen den jungen roten Hund nicht sieht und der junge rote Hund das kleine grüne Kaninchen sieht.","Jemand sagt, dass der junge rote Hund nicht von dem kleinen grünen Kaninchen gesehen wird und das kleine grüne Kaninchen von dem jungen roten Hund gesehen wird."
ko,dev_b,negation,0,True,1,작은 초록색 토끼가 어린 빨간 개를 보지 않는다는 것과 어린 빨간 개가 작은 초록색 토끼를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 빨간 개를 작은 초록색 토끼가 보지 않는다는 것과 작은 초록색 토끼를 어린 빨간 개가 본다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,0,False,0,Someone says that the young blue bear sees the large white cow and the large white cow does not see the young blue bear.,Someone says that the large white cow is not seen by the young blue bear and the young blue bear is seen by the large white cow.
de,dev_b,negation,0,False,0,"Jemand sagt, dass der junge blaue Bär die große weiße Kuh sieht und die große weiße Kuh den jungen blauen Bären nicht sieht.","Jemand sagt, dass die große weiße Kuh nicht von dem jungen blauen Bären gesehen wird und der junge blaue Bär von der großen weißen Kuh gesehen wird."
ko,dev_b,negation,0,False,0,어린 파란 곰이 큰 하얀 소를 본다는 것과 큰 하얀 소가 어린 파란 곰을 보지 않는다는 것이 모두 사실이라고 누군가 말한다.,큰 하얀 소를 어린 파란 곰이 보지 않는다는 것과 어린 파란 곰을 큰 하얀 소가 본다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,negation,0,False,1,Someone says that the young blue bear sees the large white cow and the large white cow does not see the young blue bear.,Someone says that the large white cow is seen by the young blue bear and the young blue bear is not seen by the large white cow.
de,dev_b,negation,0,False,1,"Jemand sagt, dass der junge blaue Bär die große weiße Kuh sieht und die große weiße Kuh den jungen blauen Bären nicht sieht.","Jemand sagt, dass die große weiße Kuh von dem jungen blauen Bären gesehen wird und der junge blaue Bär nicht von der großen weißen Kuh gesehen wird."
ko,dev_b,negation,0,False,1,어린 파란 곰이 큰 하얀 소를 본다는 것과 큰 하얀 소가 어린 파란 곰을 보지 않는다는 것이 모두 사실이라고 누군가 말한다.,큰 하얀 소를 어린 파란 곰이 본다는 것과 어린 파란 곰을 큰 하얀 소가 보지 않는다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,0,True,0,Someone says that the old black dog is above the small blue dog and the young white fox is below the large black bear.,Someone says that the small blue dog is above the old black dog and the large black bear is below the young white fox.
de,dev_b,space,0,True,0,"Jemand sagt, dass der alte schwarze Hund oberhalb von dem kleinen blauen Hund ist und der junge weiße Fuchs unterhalb von dem großen schwarzen Bären ist.","Jemand sagt, dass der kleine blaue Hund oberhalb von dem alten schwarzen Hund ist und der große schwarze Bär unterhalb von dem jungen weißen Fuchs ist."
ko,dev_b,space,0,True,0,늙은 검은 개는 작은 파란 개의 위에 있다는 것과 어린 하얀 여우는 큰 검은 곰의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 파란 개는 늙은 검은 개의 위에 있다는 것과 큰 검은 곰은 어린 하얀 여우의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,0,True,1,Someone says that the old black dog is above the small blue dog and the young white fox is below the large black bear.,Someone says that the small blue dog is below the old black dog and the large black bear is above the young white fox.
de,dev_b,space,0,True,1,"Jemand sagt, dass der alte schwarze Hund oberhalb von dem kleinen blauen Hund ist und der junge weiße Fuchs unterhalb von dem großen schwarzen Bären ist.","Jemand sagt, dass der kleine blaue Hund unterhalb von dem alten schwarzen Hund ist und der große schwarze Bär oberhalb von dem jungen weißen Fuchs ist."
ko,dev_b,space,0,True,1,늙은 검은 개는 작은 파란 개의 위에 있다는 것과 어린 하얀 여우는 큰 검은 곰의 아래에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 파란 개는 늙은 검은 개의 아래에 있다는 것과 큰 검은 곰은 어린 하얀 여우의 위에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,1,True,0,Someone says that the large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,Someone says that the small yellow cat is to the left of the large white fox and the young black sheep is to the right of the old green cow.
de,dev_b,space,1,True,0,"Jemand sagt, dass der große weiße Fuchs links von der kleinen gelben Katze ist und die alte grüne Kuh rechts von dem jungen schwarzen Schaf ist.","Jemand sagt, dass die kleine gelbe Katze links von dem großen weißen Fuchs ist und das junge schwarze Schaf rechts von der alten grünen Kuh ist."
ko,dev_b,space,1,True,0,큰 하얀 여우는 작은 노란 고양이의 왼쪽에 있다는 것과 늙은 초록색 소는 어린 검은 양의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 노란 고양이는 큰 하얀 여우의 왼쪽에 있다는 것과 어린 검은 양은 늙은 초록색 소의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,1,True,1,Someone says that the large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,Someone says that the small yellow cat is to the right of the large white fox and the young black sheep is to the left of the old green cow.
de,dev_b,space,1,True,1,"Jemand sagt, dass der große weiße Fuchs links von der kleinen gelben Katze ist und die alte grüne Kuh rechts von dem jungen schwarzen Schaf ist.","Jemand sagt, dass die kleine gelbe Katze rechts von dem großen weißen Fuchs ist und das junge schwarze Schaf links von der alten grünen Kuh ist."
ko,dev_b,space,1,True,1,큰 하얀 여우는 작은 노란 고양이의 왼쪽에 있다는 것과 늙은 초록색 소는 어린 검은 양의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,작은 노란 고양이는 큰 하얀 여우의 오른쪽에 있다는 것과 어린 검은 양은 늙은 초록색 소의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,2,False,0,Someone says that the young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,Someone says that the large green cow is to the left of the young white cow and the young black cow is to the right of the large red rabbit.
de,dev_b,space,2,False,0,"Jemand sagt, dass die junge weiße Kuh links von der großen grünen Kuh ist und das große rote Kaninchen rechts von der jungen schwarzen Kuh ist.","Jemand sagt, dass die große grüne Kuh links von der jungen weißen Kuh ist und die junge schwarze Kuh rechts von dem großen roten Kaninchen ist."
ko,dev_b,space,2,False,0,어린 하얀 소는 큰 초록색 소의 왼쪽에 있다는 것과 큰 빨간 토끼는 어린 검은 소의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,큰 초록색 소는 어린 하얀 소의 왼쪽에 있다는 것과 어린 검은 소는 큰 빨간 토끼의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,2,False,1,Someone says that the young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,Someone says that the large green cow is to the right of the young white cow and the young black cow is to the left of the large red rabbit.
de,dev_b,space,2,False,1,"Jemand sagt, dass die junge weiße Kuh links von der großen grünen Kuh ist und das große rote Kaninchen rechts von der jungen schwarzen Kuh ist.","Jemand sagt, dass die große grüne Kuh rechts von der jungen weißen Kuh ist und die junge schwarze Kuh links von dem großen roten Kaninchen ist."
ko,dev_b,space,2,False,1,어린 하얀 소는 큰 초록색 소의 왼쪽에 있다는 것과 큰 빨간 토끼는 어린 검은 소의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,큰 초록색 소는 어린 하얀 소의 오른쪽에 있다는 것과 어린 검은 소는 큰 빨간 토끼의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,1,False,0,Someone says that the large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,Someone says that the young green bear is to the right of the large black rabbit and the young white lion is to the left of the young yellow duck.
de,dev_b,space,1,False,0,"Jemand sagt, dass das große schwarze Kaninchen rechts von dem jungen grünen Bären ist und die junge gelbe Ente links von dem jungen weißen Löwen ist.","Jemand sagt, dass der junge grüne Bär rechts von dem großen schwarzen Kaninchen ist und der junge weiße Löwe links von der jungen gelben Ente ist."
ko,dev_b,space,1,False,0,큰 검은 토끼는 어린 초록색 곰의 오른쪽에 있다는 것과 어린 노란 오리는 어린 하얀 사자의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 곰은 큰 검은 토끼의 오른쪽에 있다는 것과 어린 하얀 사자는 어린 노란 오리의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,1,False,1,Someone says that the large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,Someone says that the young green bear is to the left of the large black rabbit and the young white lion is to the right of the young yellow duck.
de,dev_b,space,1,False,1,"Jemand sagt, dass das große schwarze Kaninchen rechts von dem jungen grünen Bären ist und die junge gelbe Ente links von dem jungen weißen Löwen ist.","Jemand sagt, dass der junge grüne Bär links von dem großen schwarzen Kaninchen ist und der junge weiße Löwe rechts von der jungen gelben Ente ist."
ko,dev_b,space,1,False,1,큰 검은 토끼는 어린 초록색 곰의 오른쪽에 있다는 것과 어린 노란 오리는 어린 하얀 사자의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 곰은 큰 검은 토끼의 왼쪽에 있다는 것과 어린 하얀 사자는 어린 노란 오리의 오른쪽에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,2,True,0,Someone says that the small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,Someone says that the old black duck is behind the small black horse and the young green lion is in front of the small white mouse.
de,dev_b,space,2,True,0,"Jemand sagt, dass das kleine schwarze Pferd hinter der alten schwarzen Ente ist und die kleine weiße Maus vor dem jungen grünen Löwen ist.","Jemand sagt, dass die alte schwarze Ente hinter dem kleinen schwarzen Pferd ist und der junge grüne Löwe vor der kleinen weißen Maus ist."
ko,dev_b,space,2,True,0,작은 검은 말은 늙은 검은 오리의 뒤에 있다는 것과 작은 하얀 쥐는 어린 초록색 사자의 앞에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 검은 오리는 작은 검은 말의 뒤에 있다는 것과 어린 초록색 사자는 작은 하얀 쥐의 앞에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,2,True,1,Someone says that the small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,Someone says that the old black duck is in front of the small black horse and the young green lion is behind the small white mouse.
de,dev_b,space,2,True,1,"Jemand sagt, dass das kleine schwarze Pferd hinter der alten schwarzen Ente ist und die kleine weiße Maus vor dem jungen grünen Löwen ist.","Jemand sagt, dass die alte schwarze Ente vor dem kleinen schwarzen Pferd ist und der junge grüne Löwe hinter der kleinen weißen Maus ist."
ko,dev_b,space,2,True,1,작은 검은 말은 늙은 검은 오리의 뒤에 있다는 것과 작은 하얀 쥐는 어린 초록색 사자의 앞에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 검은 오리는 작은 검은 말의 앞에 있다는 것과 어린 초록색 사자는 작은 하얀 쥐의 뒤에 있다는 것이 모두 사실이라고 누군가 말한다.
en,dev_b,space,0,False,0,Someone says that the old green dog is above the old red cat and the old blue cow is below the small white rabbit.,Someone says that the old red cat is above the old green dog and the small white rabbit is below the old blue cow.
