id,language,split,task,sentence_a,sentence_b,label,reviewer,judged_label,fluent,comment
2644d5279d11d560eeccc7b91ba686ccd2342bca37d92bad1648d962356a20d0:1:de,de,test,roles,"Wenn das junge blaue Schaf die kleine blaue Kuh sieht und die kleine blaue Kuh das junge blaue Schaf verfolgt, klingelt eine Glocke.","Wenn die kleine blaue Kuh von dem jungen blauen Schaf gesehen wird und das junge blaue Schaf von der kleinen blauen Kuh verfolgt wird, klingelt eine Glocke.",1,reviewer_2,,,
17c821ef1a332d635f992e1aa8f5a3793a580f369b8d7210f00271dc75337f2b:0:de,de,test,negation,"Wenn der kleine gelbe Löwe die alte grüne Kuh nicht verfolgt und die alte grüne Kuh den kleinen gelben Löwen verfolgt, klingelt eine Glocke.","Wenn die alte grüne Kuh von dem kleinen gelben Löwen verfolgt wird und der kleine gelbe Löwe nicht von der alten grünen Kuh verfolgt wird, klingelt eine Glocke.",0,reviewer_1,,,
17c821ef1a332d635f992e1aa8f5a3793a580f369b8d7210f00271dc75337f2b:0:de,de,test,negation,"Wenn der kleine gelbe Löwe die alte grüne Kuh nicht verfolgt und die alte grüne Kuh den kleinen gelben Löwen verfolgt, klingelt eine Glocke.","Wenn die alte grüne Kuh von dem kleinen gelben Löwen verfolgt wird und der kleine gelbe Löwe nicht von der alten grünen Kuh verfolgt wird, klingelt eine Glocke.",0,reviewer_2,,,
a19b820f5e95ef3556e21ad00535fa261da0e40abe562106cd6ab23f242dac63:1:de,de,test,negation,"Wenn der große schwarze Hund die alte gelbe Katze verfolgt und die alte gelbe Katze den großen schwarzen Hund nicht verfolgt, klingelt eine Glocke.","Wenn die alte gelbe Katze von dem großen schwarzen Hund verfolgt wird und der große schwarze Hund nicht von der alten gelben Katze verfolgt wird, klingelt eine Glocke.",1,reviewer_1,,,
a19b820f5e95ef3556e21ad00535fa261da0e40abe562106cd6ab23f242dac63:1:de,de,test,negation,"Wenn der große schwarze Hund die alte gelbe Katze verfolgt und die alte gelbe Katze den großen schwarzen Hund nicht verfolgt, klingelt eine Glocke.","Wenn die alte gelbe Katze von dem großen schwarzen Hund verfolgt wird und der große schwarze Hund nicht von der alten gelben Katze verfolgt wird, klingelt eine Glocke.",1,reviewer_2,,,
9fbaa98f28463cff0d3d334044a28e58d3da9e7377210f9d5e27aba824cbf868:0:de,de,test,space,"Wenn die junge gelbe Maus unterhalb von dem alten roten Huhn ist und das große schwarze Kaninchen oberhalb von der jungen schwarzen Maus ist, klingelt eine Glocke.","Wenn das alte rote Huhn unterhalb von der jungen gelben Maus ist und die junge schwarze Maus oberhalb von dem großen schwarzen Kaninchen ist, klingelt eine Glocke.",0,reviewer_1,,,
9fbaa98f28463cff0d3d334044a28e58d3da9e7377210f9d5e27aba824cbf868:0:de,de,test,space,"Wenn die junge gelbe Maus unterhalb von dem alten roten Huhn ist und das große schwarze Kaninchen oberhalb von der jungen schwarzen Maus ist, klingelt eine Glocke.","Wenn das alte rote Huhn unterhalb von der jungen gelben Maus ist und die junge schwarze Maus oberhalb von dem großen schwarzen Kaninchen ist, klingelt eine Glocke.",0,reviewer_2,,,
15848633591c20ff07785acbbb668d5ae673b5e963501465dc9ddf0c73088e8b:1:de,de,test,space,"Wenn die kleine gelbe Ente vor der kleinen grünen Maus ist und das junge weiße Huhn hinter dem kleinen weißen Huhn ist, klingelt eine Glocke.","Wenn die kleine grüne Maus hinter der kleinen gelben Ente ist und das kleine weiße Huhn vor dem jungen weißen Huhn ist, klingelt eine Glocke.",1,reviewer_1,,,
15848633591c20ff07785acbbb668d5ae673b5e963501465dc9ddf0c73088e8b:1:de,de,test,space,"Wenn die kleine gelbe Ente vor der kleinen grünen Maus ist und das junge weiße Huhn hinter dem kleinen weißen Huhn ist, klingelt eine Glocke.","Wenn die kleine grüne Maus hinter der kleinen gelben Ente ist und das kleine weiße Huhn vor dem jungen weißen Huhn ist, klingelt eine Glocke.",1,reviewer_2,,,
788d38172ca974766130eb453abb6194fde3529e793ed22bdc1be57ac55f6030:0:de,de,test,quantity,"Wenn es vier große schwarze Schafe und sechs kleine schwarze Katzen gibt, klingelt eine Glocke.","Wenn es vier kleine schwarze Katzen und sechs große schwarze Schafe gibt, klingelt eine Glocke.",0,reviewer_1,,,
788d38172ca974766130eb453abb6194fde3529e793ed22bdc1be57ac55f6030:0:de,de,test,quantity,"Wenn es vier große schwarze Schafe und sechs kleine schwarze Katzen gibt, klingelt eine Glocke.","Wenn es vier kleine schwarze Katzen und sechs große schwarze Schafe gibt, klingelt eine Glocke.",0,reviewer_2,,,
d8bea0cb5ad2f88890e28ec6b214df0e8008ce03e1e183c0905d6bd92c1a8b44:1:de,de,test,quantity,"Wenn es acht kleine rote Hunde und sechs kleine grüne Katzen gibt, klingelt eine Glocke.","Wenn es sechs kleine grüne Katzen und acht kleine rote Hunde gibt, klingelt eine Glocke.",1,reviewer_1,,,
d8bea0cb5ad2f88890e28ec6b214df0e8008ce03e1e183c0905d6bd92c1a8b44:1:de,de,test,quantity,"Wenn es acht kleine rote Hunde und sechs kleine grüne Katzen gibt, klingelt eine Glocke.","Wenn es sechs kleine grüne Katzen und acht kleine rote Hunde gibt, klingelt eine Glocke.",1,reviewer_2,,,
00082614df3e0c68ff09a9dae04c41d204a7a5d8242194f3976fb8a1ca055f2a:0:de,de,train,roles,Der große blaue Fuchs grüßt den jungen roten Fuchs und der junge rote Fuchs sieht den großen blauen Fuchs.,Der junge rote Fuchs wird von dem großen blauen Fuchs gesehen und der große blaue Fuchs wird von dem jungen roten Fuchs gegrüßt.,0,reviewer_1,,,
00082614df3e0c68ff09a9dae04c41d204a7a5d8242194f3976fb8a1ca055f2a:0:de,de,train,roles,Der große blaue Fuchs grüßt den jungen roten Fuchs und der junge rote Fuchs sieht den großen blauen Fuchs.,Der junge rote Fuchs wird von dem großen blauen Fuchs gesehen und der große blaue Fuchs wird von dem jungen roten Fuchs gegrüßt.,0,reviewer_2,,,
21bdea04392344a913161b2e21558a99f800b88a1ebcb8144e7c5eecc890ee4c:1:de,de,train,roles,Der kleine grüne Löwe verfolgt die große blaue Ente und die große blaue Ente grüßt den kleinen grünen Löwen.,Die große blaue Ente wird von dem kleinen grünen Löwen verfolgt und der kleine grüne Löwe wird von der großen blauen Ente gegrüßt.,1,reviewer_1,,,
21bdea04392344a913161b2e21558a99f800b88a1ebcb8144e7c5eecc890ee4c:1:de,de,train,roles,Der kleine grüne Löwe verfolgt die große blaue Ente und die große blaue Ente grüßt den kleinen grünen Löwen.,Die große blaue Ente wird von dem kleinen grünen Löwen verfolgt und der kleine grüne Löwe wird von der großen blauen Ente gegrüßt.,1,reviewer_2,,,
1ea0922041c6ebcf35a56e8ace1c1999c5deee2b6e7f01cac9a0a87d876822ca:0:de,de,train,negation,Der alte weiße Bär grüßt die große schwarze Kuh nicht und die große schwarze Kuh grüßt den alten weißen Bären.,Die große schwarze Kuh wird von dem alten weißen Bären gegrüßt und der alte weiße Bär wird nicht von der großen schwarzen Kuh gegrüßt.,0,reviewer_1,,,
1ea0922041c6ebcf35a56e8ace1c1999c5deee2b6e7f01cac9a0a87d876822ca:0:de,de,train,negation,Der alte weiße Bär grüßt die große schwarze Kuh nicht und die große schwarze Kuh grüßt den alten weißen Bären.,Die große schwarze Kuh wird von dem alten weißen Bären gegrüßt und der alte weiße Bär wird nicht von der großen schwarzen Kuh gegrüßt.,0,reviewer_2,,,
9d73d2144594037f233c60529539b77046df3ce1a499ab2cbe53e520ebed8887:1:de,de,train,negation,Das junge gelbe Kaninchen sieht das junge grüne Kaninchen nicht und das junge grüne Kaninchen sieht das junge gelbe Kaninchen.,Das junge grüne Kaninchen wird nicht von dem jungen gelben Kaninchen gesehen und das junge gelbe Kaninchen wird von dem jungen grünen Kaninchen gesehen.,1,reviewer_1,,,
9d73d2144594037f233c60529539b77046df3ce1a499ab2cbe53e520ebed8887:1:de,de,train,negation,Das junge gelbe Kaninchen sieht das junge grüne Kaninchen nicht und das junge grüne Kaninchen sieht das junge gelbe Kaninchen.,Das junge grüne Kaninchen wird nicht von dem jungen gelben Kaninchen gesehen und das junge gelbe Kaninchen wird von dem jungen grünen Kaninchen gesehen.,1,reviewer_2,,,
600cd3d0aa448d98e9064822cfbb93c4319966d0cb624c8d42d494e6b86cb709:0:de,de,train,space,Der alte rote Hund ist links von der großen grünen Ente und das junge schwarze Kaninchen ist rechts von dem alten blauen Schaf.,Die große grüne Ente ist links von dem alten roten Hund und das alte blaue Schaf ist rechts von dem jungen schwarzen Kaninchen.,0,reviewer_1,,,
600cd3d0aa448d98e9064822cfbb93c4319966d0cb624c8d42d494e6b86cb709:0:de,de,train,space,Der alte rote Hund ist links von der großen grünen Ente und das junge schwarze Kaninchen ist rechts von dem alten blauen Schaf.,Die große grüne Ente ist links von dem alten roten Hund und das alte blaue Schaf ist rechts von dem jungen schwarzen Kaninchen.,0,reviewer_2,,,
3dab01404379c20f23b73d607d6ebb978360b79fc10a0263363c5e02bb0e7297:1:de,de,train,space,Das alte gelbe Huhn ist links von dem alten schwarzen Hund und der alte grüne Löwe ist rechts von dem großen schwarzen Pferd.,Der alte schwarze Hund ist rechts von dem alten gelben Huhn und das große schwarze Pferd ist links von dem alten grünen Löwen.,1,reviewer_1,,,
3dab01404379c20f23b73d607d6ebb978360b79fc10a0263363c5e02bb0e7297:1:de,de,train,space,Das alte gelbe Huhn ist links von dem alten schwarzen Hund und der alte grüne Löwe ist rechts von dem großen schwarzen Pferd.,Der alte schwarze Hund ist rechts von dem alten gelben Huhn und das große schwarze Pferd ist links von dem alten grünen Löwen.,1,reviewer_2,,,
f9e75bb839ec174f049ebde967d91da7d77d83fb2810d1ef440bf57e0101453c:0:de,de,train,quantity,Es gibt fünf alte gelbe Katzen und sechs alte blaue Bären.,Es gibt fünf alte blaue Bären und sechs alte gelbe Katzen.,0,reviewer_1,,,
f9e75bb839ec174f049ebde967d91da7d77d83fb2810d1ef440bf57e0101453c:0:de,de,train,quantity,Es gibt fünf alte gelbe Katzen und sechs alte blaue Bären.,Es gibt fünf alte blaue Bären und sechs alte gelbe Katzen.,0,reviewer_2,,,
4943b08cc1b36d7d8b16e0d8d1db1e4f7d6a51d61f6a5b6d48f52808fd08d5ab:1:de,de,train,quantity,Es gibt sechs alte schwarze Mäuse und sieben junge grüne Pferde.,Es gibt sieben junge grüne Pferde und sechs alte schwarze Mäuse.,1,reviewer_1,,,
4943b08cc1b36d7d8b16e0d8d1db1e4f7d6a51d61f6a5b6d48f52808fd08d5ab:1:de,de,train,quantity,Es gibt sechs alte schwarze Mäuse und sieben junge grüne Pferde.,Es gibt sieben junge grüne Pferde und sechs alte schwarze Mäuse.,1,reviewer_2,,,
673422ddf13705cdeed03f3970f93fef9a08005818ddc39b82de1fbb68b53164:0:de,de,dev_a,roles,"Stimmt es, dass das kleine rote Schaf das junge gelbe Schaf sieht und das junge gelbe Schaf das kleine rote Schaf grüßt?","Stimmt es, dass das junge gelbe Schaf von dem kleinen roten Schaf gegrüßt wird und das kleine rote Schaf von dem jungen gelben Schaf gesehen wird?",0,reviewer_1,,,
673422ddf13705cdeed03f3970f93fef9a08005818ddc39b82de1fbb68b53164:0:de,de,dev_a,roles,"Stimmt es, dass das kleine rote Schaf das junge gelbe Schaf sieht und das junge gelbe Schaf das kleine rote Schaf grüßt?","Stimmt es, dass das junge gelbe Schaf von dem kleinen roten Schaf gegrüßt wird und das kleine rote Schaf von dem jungen gelben Schaf gesehen wird?",0,reviewer_2,,,
62615f198ab18e13ddfa817e2fd95f97e93b0e7777d3f3eb984aaab0b0de2ed1:1:de,de,dev_a,roles,"Stimmt es, dass das junge schwarze Pferd das alte grüne Schaf verfolgt und das alte grüne Schaf das junge schwarze Pferd sieht?","Stimmt es, dass das alte grüne Schaf von dem jungen schwarzen Pferd verfolgt wird und das junge schwarze Pferd von dem alten grünen Schaf gesehen wird?",1,reviewer_1,,,
62615f198ab18e13ddfa817e2fd95f97e93b0e7777d3f3eb984aaab0b0de2ed1:1:de,de,dev_a,roles,"Stimmt es, dass das junge schwarze Pferd das alte grüne Schaf verfolgt und das alte grüne Schaf das junge schwarze Pferd sieht?","Stimmt es, dass das alte grüne Schaf von dem jungen schwarzen Pferd verfolgt wird und das junge schwarze Pferd von dem alten grünen Schaf gesehen wird?",1,reviewer_2,,,
e851b1b5cdd2c20e4a288d649350df9ee79dcffc8798eacdbca13d5c4a7dad21:0:de,de,dev_a,negation,"Stimmt es, dass der alte rote Hund das große rote Kaninchen verfolgt und das große rote Kaninchen den alten roten Hund nicht verfolgt?","Stimmt es, dass das große rote Kaninchen nicht von dem alten roten Hund verfolgt wird und der alte rote Hund von dem großen roten Kaninchen verfolgt wird?",0,reviewer_1,,,
e851b1b5cdd2c20e4a288d649350df9ee79dcffc8798eacdbca13d5c4a7dad21:0:de,de,dev_a,negation,"Stimmt es, dass der alte rote Hund das große rote Kaninchen verfolgt und das große rote Kaninchen den alten roten Hund nicht verfolgt?","Stimmt es, dass das große rote Kaninchen nicht von dem alten roten Hund verfolgt wird und der alte rote Hund von dem großen roten Kaninchen verfolgt wird?",0,reviewer_2,,,
3727fca93a8a99f76aeecdfd0367c60fa54d813e1e1ea6ed163927518fb4661a:1:de,de,dev_a,negation,"Stimmt es, dass der große weiße Hund das junge blaue Pferd grüßt und das junge blaue Pferd den großen weißen Hund nicht grüßt?","Stimmt es, dass das junge blaue Pferd von dem großen weißen Hund gegrüßt wird und der große weiße Hund nicht von dem jungen blauen Pferd gegrüßt wird?",1,reviewer_1,,,
3727fca93a8a99f76aeecdfd0367c60fa54d813e1e1ea6ed163927518fb4661a:1:de,de,dev_a,negation,"Stimmt es, dass der große weiße Hund das junge blaue Pferd grüßt und das junge blaue Pferd den großen weißen Hund nicht grüßt?","Stimmt es, dass das junge blaue Pferd von dem großen weißen Hund gegrüßt wird und der große weiße Hund nicht von dem jungen blauen Pferd gegrüßt wird?",1,reviewer_2,,,
f32634c1db12c645156235157ce624cb3dc8adc5311c13e95bd991d680d28519:0:de,de,dev_a,space,"Stimmt es, dass der große schwarze Löwe hinter dem jungen grünen Schaf ist und die junge gelbe Kuh vor der kleinen weißen Kuh ist?","Stimmt es, dass das junge grüne Schaf hinter dem großen schwarzen Löwen ist und die kleine weiße Kuh vor der jungen gelben Kuh ist?",0,reviewer_1,,,
f32634c1db12c645156235157ce624cb3dc8adc5311c13e95bd991d680d28519:0:de,de,dev_a,space,"Stimmt es, dass der große schwarze Löwe hinter dem jungen grünen Schaf ist und die junge gelbe Kuh vor der kleinen weißen Kuh ist?","Stimmt es, dass das junge grüne Schaf hinter dem großen schwarzen Löwen ist und die kleine weiße Kuh vor der jungen gelben Kuh ist?",0,reviewer_2,,,
43c210591f0716697363d5163359f75e3f058adebd5eaed8d0e9c77c45089caf:1:de,de,dev_a,space,"Stimmt es, dass die junge blaue Maus links von der jungen roten Kuh ist und das große weiße Schaf rechts von dem jungen blauen Fuchs ist?","Stimmt es, dass die junge rote Kuh rechts von der jungen blauen Maus ist und der junge blaue Fuchs links von dem großen weißen Schaf ist?",1,reviewer_1,,,
43c210591f0716697363d5163359f75e3f058adebd5eaed8d0e9c77c45089caf:1:de,de,dev_a,space,"Stimmt es, dass die junge blaue Maus links von der jungen roten Kuh ist und das große weiße Schaf rechts von dem jungen blauen Fuchs ist?","Stimmt es, dass die junge rote Kuh rechts von der jungen blauen Maus ist und der junge blaue Fuchs links von dem großen weißen Schaf ist?",1,reviewer_2,,,
1d22c921d0ccb764967117a726b0d7f4b2b65311cc3c8da645637008400bb969:0:de,de,dev_a,quantity,"Stimmt es, dass es sechs große rote Pferde und drei alte grüne Bären gibt?","Stimmt es, dass es sechs alte grüne Bären und drei große rote Pferde gibt?",0,reviewer_1,,,
1d22c921d0ccb764967117a726b0d7f4b2b65311cc3c8da645637008400bb969:0:de,de,dev_a,quantity,"Stimmt es, dass es sechs große rote Pferde und drei alte grüne Bären gibt?","Stimmt es, dass es sechs alte grüne Bären und drei große rote Pferde gibt?",0,reviewer_2,,,
f31ea8bd2f51229e0ba5a8123a0c94ec6481153e95859882b7339c2490a7ba28:1:de,de,dev_a,quantity,"Stimmt es, dass es sechs kleine blaue Hunde und acht alte weiße Kühe gibt?","Stimmt es, dass es acht alte weiße Kühe und sechs kleine blaue Hunde gibt?",1,reviewer_1,,,
f31ea8bd2f51229e0ba5a8123a0c94ec6481153e95859882b7339c2490a7ba28:1:de,de,dev_a,quantity,"Stimmt es, dass es sechs kleine blaue Hunde und acht alte weiße Kühe gibt?","Stimmt es, dass es acht alte weiße Kühe und sechs kleine blaue Hunde gibt?",1,reviewer_2,,,
d25882c6973bf9c041015ba7504e2a6077525272025c2f97b0ab04e9d7258bbf:0:de,de,dev_b,roles,"Jemand sagt, dass die große schwarze Maus das große schwarze Schaf grüßt und das große schwarze Schaf die große schwarze Maus sieht.","Jemand sagt, dass das große schwarze Schaf von der großen schwarzen Maus gesehen wird und die große schwarze Maus von dem großen schwarzen Schaf gegrüßt wird.",0,reviewer_1,,,
d25882c6973bf9c041015ba7504e2a6077525272025c2f97b0ab04e9d7258bbf:0:de,de,dev_b,roles,"Jemand sagt, dass die große schwarze Maus das große schwarze Schaf grüßt und das große schwarze Schaf die große schwarze Maus sieht.","Jemand sagt, dass das große schwarze Schaf von der großen schwarzen Maus gesehen wird und die große schwarze Maus von dem großen schwarzen Schaf gegrüßt wird.",0,reviewer_2,,,
e92f0786667a223d23bbfdf64762b23128b134c6f210f8db6824504b1e6d38ae:1:de,de,dev_b,roles,"Jemand sagt, dass die kleine gelbe Kuh die kleine grüne Katze sieht und die kleine grüne Katze die kleine gelbe Kuh verfolgt.","Jemand sagt, dass die kleine grüne Katze von der kleinen gelben Kuh gesehen wird und die kleine gelbe Kuh von der kleinen grünen Katze verfolgt wird.",1,reviewer_1,,,
e92f0786667a223d23bbfdf64762b23128b134c6f210f8db6824504b1e6d38ae:1:de,de,dev_b,roles,"Jemand sagt, dass die kleine gelbe Kuh die kleine grüne Katze sieht und die kleine grüne Katze die kleine gelbe Kuh verfolgt.","Jemand sagt, dass die kleine grüne Katze von der kleinen gelben Kuh gesehen wird und die kleine gelbe Kuh von der kleinen grünen Katze verfolgt wird.",1,reviewer_2,,,
deeb7d4254a82a4adc72cdaeee74377379c0ea3d05a10c391cfd441c06b7c07f:0:de,de,dev_b,negation,"Jemand sagt, dass das große grüne Schaf das kleine schwarze Huhn nicht sieht und das kleine schwarze Huhn das große grüne Schaf sieht.","Jemand sagt, dass das kleine schwarze Huhn von dem großen grünen Schaf gesehen wird und das große grüne Schaf nicht von dem kleinen schwarzen Huhn gesehen wird.",0,reviewer_1,,,
deeb7d4254a82a4adc72cdaeee74377379c0ea3d05a10c391cfd441c06b7c07f:0:de,de,dev_b,negation,"Jemand sagt, dass das große grüne Schaf das kleine schwarze Huhn nicht sieht und das kleine schwarze Huhn das große grüne Schaf sieht.","Jemand sagt, dass das kleine schwarze Huhn von dem großen grünen Schaf gesehen wird und das große grüne Schaf nicht von dem kleinen schwarzen Huhn gesehen wird.",0,reviewer_2,,,
734c8126156396ee3711cd3ec409e01dd36041e3470d16b7d5d61650452bb20c:1:de,de,dev_b,negation,"Jemand sagt, dass die kleine rote Katze die junge blaue Katze verfolgt und die junge blaue Katze die kleine rote Katze nicht verfolgt.","Jemand sagt, dass die junge blaue Katze von der kleinen roten Katze verfolgt wird und die kleine rote Katze nicht von der jungen blauen Katze verfolgt wird.",1,reviewer_1,,,
734c8126156396ee3711cd3ec409e01dd36041e3470d16b7d5d61650452bb20c:1:de,de,dev_b,negation,"Jemand sagt, dass die kleine rote Katze die junge blaue Katze verfolgt und die junge blaue Katze die kleine rote Katze nicht verfolgt.","Jemand sagt, dass die junge blaue Katze von der kleinen roten Katze verfolgt wird und die kleine rote Katze nicht von der jungen blauen Katze verfolgt wird.",1,reviewer_2,,,
c17371cac3f4d8144422dcd3a8ef869f1d156bbc6f9e02c0faadccd248e64f5f:0:de,de,dev_b,space,"Jemand sagt, dass der junge weiße Fuchs links von dem alten grünen Fuchs ist und die große grüne Katze rechts von dem jungen roten Bären ist.","Jemand sagt, dass der alte grüne Fuchs links von dem jungen weißen Fuchs ist und der junge rote Bär rechts von der großen grünen Katze ist.",0,reviewer_1,,,
c17371cac3f4d8144422dcd3a8ef869f1d156bbc6f9e02c0faadccd248e64f5f:0:de,de,dev_b,space,"Jemand sagt, dass der junge weiße Fuchs links von dem alten grünen Fuchs ist und die große grüne Katze rechts von dem jungen roten Bären ist.","Jemand sagt, dass der alte grüne Fuchs links von dem jungen weißen Fuchs ist und der junge rote Bär rechts von der großen grünen Katze ist.",0,reviewer_2,,,
1dcabb3eacf0550548e2900301d6e963992c33aab31cb956f75421ca4ce11d60:1:de,de,dev_b,space,"Jemand sagt, dass der große schwarze Löwe vor dem jungen blauen Fuchs ist und das kleine blaue Schaf hinter dem kleinen blauen Huhn ist.","Jemand sagt, dass der junge blaue Fuchs hinter dem großen schwarzen Löwen ist und das kleine blaue Huhn vor dem kleinen blauen Schaf ist.",1,reviewer_1,,,
1dcabb3eacf0550548e2900301d6e963992c33aab31cb956f75421ca4ce11d60:1:de,de,dev_b,space,"Jemand sagt, dass der große schwarze Löwe vor dem jungen blauen Fuchs ist und das kleine blaue Schaf hinter dem kleinen blauen Huhn ist.","Jemand sagt, dass der junge blaue Fuchs hinter dem großen schwarzen Löwen ist und das kleine blaue Huhn vor dem kleinen blauen Schaf ist.",1,reviewer_2,,,
a91084062c82176178c1d77d1aef5d6dc124dd4f8160e7e4f9b9312b01cd20ff:0:de,de,dev_b,quantity,"Jemand sagt, dass es sechs alte blaue Schafe und drei große weiße Hühner gibt.","Jemand sagt, dass es sechs große weiße Hühner und drei alte blaue Schafe gibt.",0,reviewer_1,,,
a91084062c82176178c1d77d1aef5d6dc124dd4f8160e7e4f9b9312b01cd20ff:0:de,de,dev_b,quantity,"Jemand sagt, dass es sechs alte blaue Schafe und drei große weiße Hühner gibt.","Jemand sagt, dass es sechs große weiße Hühner und drei alte blaue Schafe gibt.",0,reviewer_2,,,
22da583ed05686e51e1d54a51be853b0641a985f874f691a51dc4226fe5894d3:1:de,de,dev_b,quantity,"Jemand sagt, dass es drei kleine weiße Pferde und vier kleine weiße Enten gibt.","Jemand sagt, dass es vier kleine weiße Enten und drei kleine weiße Pferde gibt.",1,reviewer_1,,,
22da583ed05686e51e1d54a51be853b0641a985f874f691a51dc4226fe5894d3:1:de,de,dev_b,quantity,"Jemand sagt, dass es drei kleine weiße Pferde und vier kleine weiße Enten gibt.","Jemand sagt, dass es vier kleine weiße Enten und drei kleine weiße Pferde gibt.",1,reviewer_2,,,
ea2fa61b1dc17ff434f140afcd7a821462d21b93d995fd70b3922c71fc92d6a1:0:de,de,test,roles,"Wenn der junge weiße Fuchs das kleine weiße Huhn grüßt und das kleine weiße Huhn den jungen weißen Fuchs sieht, klingelt eine Glocke.","Wenn das kleine weiße Huhn von dem jungen weißen Fuchs gesehen wird und der junge weiße Fuchs von dem kleinen weißen Huhn gegrüßt wird, klingelt eine Glocke.",0,reviewer_1,,,
ea2fa61b1dc17ff434f140afcd7a821462d21b93d995fd70b3922c71fc92d6a1:0:de,de,test,roles,"Wenn der junge weiße Fuchs das kleine weiße Huhn grüßt und das kleine weiße Huhn den jungen weißen Fuchs sieht, klingelt eine Glocke.","Wenn das kleine weiße Huhn von dem jungen weißen Fuchs gesehen wird und der junge weiße Fuchs von dem kleinen weißen Huhn gegrüßt wird, klingelt eine Glocke.",0,reviewer_2,,,
1726c01f4daf0f6a55f3f526749b4ce24b7a129b69408499524894d6afed0805:1:de,de,test,roles,"Wenn das kleine weiße Schaf die große blaue Kuh grüßt und die große blaue Kuh das kleine weiße Schaf sieht, klingelt eine Glocke.","Wenn die große blaue Kuh von dem kleinen weißen Schaf gegrüßt wird und das kleine weiße Schaf von der großen blauen Kuh gesehen wird, klingelt eine Glocke.",1,reviewer_1,,,
1726c01f4daf0f6a55f3f526749b4ce24b7a129b69408499524894d6afed0805:1:de,de,test,roles,"Wenn das kleine weiße Schaf die große blaue Kuh grüßt und die große blaue Kuh das kleine weiße Schaf sieht, klingelt eine Glocke.","Wenn die große blaue Kuh von dem kleinen weißen Schaf gegrüßt wird und das kleine weiße Schaf von der großen blauen Kuh gesehen wird, klingelt eine Glocke.",1,reviewer_2,,,
0096ce53bb71a9b7c44eb9f7a30dfd6119f34968c7868e88823ba8b8f8255e28:0:de,de,test,negation,"Wenn das junge grüne Schaf den großen roten Bären nicht verfolgt und der große rote Bär das junge grüne Schaf verfolgt, klingelt eine Glocke.","Wenn der große rote Bär von dem jungen grünen Schaf verfolgt wird und das junge grüne Schaf nicht von dem großen roten Bären verfolgt wird, klingelt eine Glocke.",0,reviewer_1,,,
0096ce53bb71a9b7c44eb9f7a30dfd6119f34968c7868e88823ba8b8f8255e28:0:de,de,test,negation,"Wenn das junge grüne Schaf den großen roten Bären nicht verfolgt und der große rote Bär das junge grüne Schaf verfolgt, klingelt eine Glocke.","Wenn der große rote Bär von dem jungen grünen Schaf verfolgt wird und das junge grüne Schaf nicht von dem großen roten Bären verfolgt wird, klingelt eine Glocke.",0,reviewer_2,,,
c134aea33795221a065f53776f780e55b0ba5f3dcbc697dd5bca8fcd8d121237:1:de,de,test,negation,"Wenn die junge rote Katze den alten blauen Hund nicht sieht und der alte blaue Hund die junge rote Katze sieht, klingelt eine Glocke.","Wenn der alte blaue Hund nicht von der jungen roten Katze gesehen wird und die junge rote Katze von dem alten blauen Hund gesehen wird, klingelt eine Glocke.",1,reviewer_1,,,
c134aea33795221a065f53776f780e55b0ba5f3dcbc697dd5bca8fcd8d121237:1:de,de,test,negation,"Wenn die junge rote Katze den alten blauen Hund nicht sieht und der alte blaue Hund die junge rote Katze sieht, klingelt eine Glocke.","Wenn der alte blaue Hund nicht von der jungen roten Katze gesehen wird und die junge rote Katze von dem alten blauen Hund gesehen wird, klingelt eine Glocke.",1,reviewer_2,,,
62edff1b19fc658aaf64712cfe668ae001f3ece7952221f0a8dea38566f03e6e:0:de,de,test,space,"Wenn das große schwarze Pferd rechts von dem großen blauen Huhn ist und das kleine schwarze Huhn links von der jungen roten Maus ist, klingelt eine Glocke.","Wenn das große blaue Huhn rechts von dem großen schwarzen Pferd ist und die junge rote Maus links von dem kleinen schwarzen Huhn ist, klingelt eine Glocke.",0,reviewer_1,,,
62edff1b19fc658aaf64712cfe668ae001f3ece7952221f0a8dea38566f03e6e:0:de,de,test,space,"Wenn das große schwarze Pferd rechts von dem großen blauen Huhn ist und das kleine schwarze Huhn links von der jungen roten Maus ist, klingelt eine Glocke.","Wenn das große blaue Huhn rechts von dem großen schwarzen Pferd ist und die junge rote Maus links von dem kleinen schwarzen Huhn ist, klingelt eine Glocke.",0,reviewer_2,,,
ef5a82eb2e5187220d3e6d9668b2d2acb9461da8524df036c2e0f7777f6c4744:1:de,de,test,space,"Wenn der kleine schwarze Bär hinter der jungen grünen Maus ist und der große weiße Löwe vor der kleinen weißen Ente ist, klingelt eine Glocke.","Wenn die junge grüne Maus vor dem kleinen schwarzen Bären ist und die kleine weiße Ente hinter dem großen weißen Löwen ist, klingelt eine Glocke.",1,reviewer_1,,,
ef5a82eb2e5187220d3e6d9668b2d2acb9461da8524df036c2e0f7777f6c4744:1:de,de,test,space,"Wenn der kleine schwarze Bär hinter der jungen grünen Maus ist und der große weiße Löwe vor der kleinen weißen Ente ist, klingelt eine Glocke.","Wenn die junge grüne Maus vor dem kleinen schwarzen Bären ist und die kleine weiße Ente hinter dem großen weißen Löwen ist, klingelt eine Glocke.",1,reviewer_2,,,
