language,noun,color,attribute,case,count_index,surface
de,duck,yellow,small,plural,6,acht kleine gelbe Enten
de,duck,yellow,large,nom,,die große gelbe Ente
de,duck,yellow,large,acc,,die große gelbe Ente
de,duck,yellow,large,dat,,der großen gelben Ente
de,duck,yellow,large,plural,0,zwei große gelbe Enten
de,duck,yellow,large,plural,1,drei große gelbe Enten
de,duck,yellow,large,plural,2,vier große gelbe Enten
de,duck,yellow,large,plural,3,fünf große gelbe Enten
de,duck,yellow,large,plural,4,sechs große gelbe Enten
de,duck,yellow,large,plural,5,sieben große gelbe Enten
de,duck,yellow,large,plural,6,acht große gelbe Enten
de,duck,yellow,young,nom,,die junge gelbe Ente
de,duck,yellow,young,acc,,die junge gelbe Ente
de,duck,yellow,young,dat,,der jungen gelben Ente
de,duck,yellow,young,plural,0,zwei junge gelbe Enten
de,duck,yellow,young,plural,1,drei junge gelbe Enten
de,duck,yellow,young,plural,2,vier junge gelbe Enten
de,duck,yellow,young,plural,3,fünf junge gelbe Enten
de,duck,yellow,young,plural,4,sechs junge gelbe Enten
de,duck,yellow,young,plural,5,sieben junge gelbe Enten
de,duck,yellow,young,plural,6,acht junge gelbe Enten
de,duck,yellow,old,nom,,die alte gelbe Ente
de,duck,yellow,old,acc,,die alte gelbe Ente
de,duck,yellow,old,dat,,der alten gelben Ente
de,duck,yellow,old,plural,0,zwei alte gelbe Enten
de,duck,yellow,old,plural,1,drei alte gelbe Enten
de,duck,yellow,old,plural,2,vier alte gelbe Enten
de,duck,yellow,old,plural,3,fünf alte gelbe Enten
de,duck,yellow,old,plural,4,sechs alte gelbe Enten
de,duck,yellow,old,plural,5,sieben alte gelbe Enten
de,duck,yellow,old,plural,6,acht alte gelbe Enten
de,duck,black,small,nom,,die kleine schwarze Ente
de,duck,black,small,acc,,die kleine schwarze Ente
de,duck,black,small,dat,,der kleinen schwarzen Ente
de,duck,black,small,plural,0,zwei kleine schwarze Enten
de,duck,black,small,plural,1,drei kleine schwarze Enten
de,duck,black,small,plural,2,vier kleine schwarze Enten
de,duck,black,small,plural,3,fünf kleine schwarze Enten
de,duck,black,small,plural,4,sechs kleine schwarze Enten
de,duck,black,small,plural,5,sieben kleine schwarze Enten
de,duck,black,small,plural,6,acht kleine schwarze Enten
de,duck,black,large,nom,,die große schwarze Ente
de,duck,black,large,acc,,die große schwarze Ente
de,duck,black,large,dat,,der großen schwarzen Ente
de,duck,black,large,plural,0,zwei große schwarze Enten
de,duck,black,large,plural,1,drei große schwarze Enten
de,duck,black,large,plural,2,vier große schwarze Enten
de,duck,black,large,plural,3,fünf große schwarze Enten
de,duck,black,large,plural,4,sechs große schwarze Enten
de,duck,black,large,plural,5,sieben große schwarze Enten
de,duck,black,large,plural,6,acht große schwarze Enten
de,duck,black,young,nom,,die junge schwarze Ente
de,duck,black,young,acc,,die junge schwarze Ente
de,duck,black,young,dat,,der jungen schwarzen Ente
de,duck,black,young,plural,0,zwei junge schwarze Enten
de,duck,black,young,plural,1,drei junge schwarze Enten
de,duck,black,young,plural,2,vier junge schwarze Enten
de,duck,black,young,plural,3,fünf junge schwarze Enten
de,duck,black,young,plural,4,sechs junge schwarze Enten
de,duck,black,young,plural,5,sieben junge schwarze Enten
de,duck,black,young,plural,6,acht junge schwarze Enten
de,duck,black,old,nom,,die alte schwarze Ente
de,duck,black,old,acc,,die alte schwarze Ente
de,duck,black,old,dat,,der alten schwarzen Ente
de,duck,black,old,plural,0,zwei alte schwarze Enten
de,duck,black,old,plural,1,drei alte schwarze Enten
de,duck,black,old,plural,2,vier alte schwarze Enten
de,duck,black,old,plural,3,fünf alte schwarze Enten
de,duck,black,old,plural,4,sechs alte schwarze Enten
de,duck,black,old,plural,5,sieben alte schwarze Enten
de,duck,black,old,plural,6,acht alte schwarze Enten
de,duck,white,small,nom,,die kleine weiße Ente
de,duck,white,small,acc,,die kleine weiße Ente
de,duck,white,small,dat,,der kleinen weißen Ente
de,duck,white,small,plural,0,zwei kleine weiße Enten
de,duck,white,small,plural,1,drei kleine weiße Enten
de,duck,white,small,plural,2,vier kleine weiße Enten
de,duck,white,small,plural,3,fünf kleine weiße Enten
de,duck,white,small,plural,4,sechs kleine weiße Enten
de,duck,white,small,plural,5,sieben kleine weiße Enten
de,duck,white,small,plural,6,acht kleine weiße Enten
de,duck,white,large,nom,,die große weiße Ente
de,duck,white,large,acc,,die große weiße Ente
de,duck,white,large,dat,,der großen weißen Ente
de,duck,white,large,plural,0,zwei große weiße Enten
de,duck,white,large,plural,1,drei große weiße Enten
de,duck,white,large,plural,2,vier große weiße Enten
de,duck,white,large,plural,3,fünf große weiße Enten
de,duck,white,large,plural,4,sechs große weiße Enten
de,duck,white,large,plural,5,sieben große weiße Enten
de,duck,white,large,plural,6,acht große weiße Enten
de,duck,white,young,nom,,die junge weiße Ente
de,duck,white,young,acc,,die junge weiße Ente
de,duck,white,young,dat,,der jungen weißen Ente
de,duck,white,young,plural,0,zwei junge weiße Enten
de,duck,white,young,plural,1,drei junge weiße Enten
de,duck,white,young,plural,2,vier junge weiße Enten
de,duck,white,young,plural,3,fünf junge weiße Enten
de,duck,white,young,plural,4,sechs junge weiße Enten
de,duck,white,young,plural,5,sieben junge weiße Enten
de,duck,white,young,plural,6,acht junge weiße Enten
de,duck,white,old,nom,,die alte weiße Ente
de,duck,white,old,acc,,die alte weiße Ente
de,duck,white,old,dat,,der alten weißen Ente
de,duck,white,old,plural,0,zwei alte weiße Enten
de,duck,white,old,plural,1,drei alte weiße Enten
de,duck,white,old,plural,2,vier alte weiße Enten
de,duck,white,old,plural,3,fünf alte weiße Enten
de,duck,white,old,plural,4,sechs alte weiße Enten
de,duck,white,old,plural,5,sieben alte weiße Enten
de,duck,white,old,plural,6,acht alte weiße Enten
de,horse,red,small,nom,,das kleine rote Pferd
de,horse,red,small,acc,,das kleine rote Pferd
de,horse,red,small,dat,,dem kleinen roten Pferd
de,horse,red,small,plural,0,zwei kleine rote Pferde
de,horse,red,small,plural,1,drei kleine rote Pferde
de,horse,red,small,plural,2,vier kleine rote Pferde
de,horse,red,small,plural,3,fünf kleine rote Pferde
de,horse,red,small,plural,4,sechs kleine rote Pferde
de,horse,red,small,plural,5,sieben kleine rote Pferde
de,horse,red,small,plural,6,acht kleine rote Pferde
de,horse,red,large,nom,,das große rote Pferd
de,horse,red,large,acc,,das große rote Pferd
de,horse,red,large,dat,,dem großen roten Pferd
de,horse,red,large,plural,0,zwei große rote Pferde
de,horse,red,large,plural,1,drei große rote Pferde
de,horse,red,large,plural,2,vier große rote Pferde
de,horse,red,large,plural,3,fünf große rote Pferde
de,horse,red,large,plural,4,sechs große rote Pferde
de,horse,red,large,plural,5,sieben große rote Pferde
de,horse,red,large,plural,6,acht große rote Pferde
de,horse,red,young,nom,,das junge rote Pferd
de,horse,red,young,acc,,das junge rote Pferd
de,horse,red,young,dat,,dem jungen roten Pferd
de,horse,red,young,plural,0,zwei junge rote Pferde
de,horse,red,young,plural,1,drei junge rote Pferde
de,horse,red,young,plural,2,vier junge rote Pferde
de,horse,red,young,plural,3,fünf junge rote Pferde
de,horse,red,young,plural,4,sechs junge rote Pferde
de,horse,red,young,plural,5,sieben junge rote Pferde
de,horse,red,young,plural,6,acht junge rote Pferde
de,horse,red,old,nom,,das alte rote Pferd
de,horse,red,old,acc,,das alte rote Pferd
de,horse,red,old,dat,,dem alten roten Pferd
de,horse,red,old,plural,0,zwei alte rote Pferde
de,horse,red,old,plural,1,drei alte rote Pferde
de,horse,red,old,plural,2,vier alte rote Pferde
de,horse,red,old,plural,3,fünf alte rote Pferde
de,horse,red,old,plural,4,sechs alte rote Pferde
de,horse,red,old,plural,5,sieben alte rote Pferde
de,horse,red,old,plural,6,acht alte rote Pferde
de,horse,blue,small,nom,,das kleine blaue Pferd
de,horse,blue,small,acc,,das kleine blaue Pferd
de,horse,blue,small,dat,,dem kleinen blauen Pferd
de,horse,blue,small,plural,0,zwei kleine blaue Pferde
de,horse,blue,small,plural,1,drei kleine blaue Pferde
de,horse,blue,small,plural,2,vier kleine blaue Pferde
de,horse,blue,small,plural,3,fünf kleine blaue Pferde
de,horse,blue,small,plural,4,sechs kleine blaue Pferde
de,horse,blue,small,plural,5,sieben kleine blaue Pferde
de,horse,blue,small,plural,6,acht kleine blaue Pferde
de,horse,blue,large,nom,,das große blaue Pferd
de,horse,blue,large,acc,,das große blaue Pferd
de,horse,blue,large,dat,,dem großen blauen Pferd
de,horse,blue,large,plural,0,zwei große blaue Pferde
de,horse,blue,large,plural,1,drei große blaue Pferde
de,horse,blue,large,plural,2,vier große blaue Pferde
de,horse,blue,large,plural,3,fünf große blaue Pferde
de,horse,blue,large,plural,4,sechs große blaue Pferde
de,horse,blue,large,plural,5,sieben große blaue Pferde
de,horse,blue,large,plural,6,acht große blaue Pferde
de,horse,blue,young,nom,,das junge blaue Pferd
de,horse,blue,young,acc,,das junge blaue Pferd
de,horse,blue,young,dat,,dem jungen blauen Pferd
de,horse,blue,young,plural,0,zwei junge blaue Pferde
de,horse,blue,young,plural,1,drei junge blaue Pferde
de,horse,blue,young,plural,2,vier junge blaue Pferde
de,horse,blue,young,plural,3,fünf junge blaue Pferde
de,horse,blue,young,plural,4,sechs junge blaue Pferde
de,horse,blue,young,plural,5,sieben junge blaue Pferde
de,horse,blue,young,plural,6,acht junge blaue Pferde
de,horse,blue,old,nom,,das alte blaue Pferd
de,horse,blue,old,acc,,das alte blaue Pferd
de,horse,blue,old,dat,,dem alten blauen Pferd
de,horse,blue,old,plural,0,zwei alte blaue Pferde
de,horse,blue,old,plural,1,drei alte blaue Pferde
de,horse,blue,old,plural,2,vier alte blaue Pferde
de,horse,blue,old,plural,3,fünf alte blaue Pferde
de,horse,blue,old,plural,4,sechs alte blaue Pferde
de,horse,blue,old,plural,5,sieben alte blaue Pferde
de,horse,blue,old,plural,6,acht alte blaue Pferde
de,horse,green,small,nom,,das kleine grüne Pferd
de,horse,green,small,acc,,das kleine grüne Pferd
de,horse,green,small,dat,,dem kleinen grünen Pferd
de,horse,green,small,plural,0,zwei kleine grüne Pferde
de,horse,green,small,plural,1,drei kleine grüne Pferde
de,horse,green,small,plural,2,vier kleine grüne Pferde
de,horse,green,small,plural,3,fünf kleine grüne Pferde
de,horse,green,small,plural,4,sechs kleine grüne Pferde
de,horse,green,small,plural,5,sieben kleine grüne Pferde
de,horse,green,small,plural,6,acht kleine grüne Pferde
de,horse,green,large,nom,,das große grüne Pferd
de,horse,green,large,acc,,das große grüne Pferd
de,horse,green,large,dat,,dem großen grünen Pferd
de,horse,green,large,plural,0,zwei große grüne Pferde
de,horse,green,large,plural,1,drei große grüne Pferde
de,horse,green,large,plural,2,vier große grüne Pferde
de,horse,green,large,plural,3,fünf große grüne Pferde
de,horse,green,large,plural,4,sechs große grüne Pferde
de,horse,green,large,plural,5,sieben große grüne Pferde
de,horse,green,large,plural,6,acht große grüne Pferde
de,horse,green,young,nom,,das junge grüne Pferd
de,horse,green,young,acc,,das junge grüne Pferd
de,horse,green,young,dat,,dem jungen grünen Pferd
de,horse,green,young,plural,0,zwei junge grüne Pferde
de,horse,green,young,plural,1,drei junge grüne Pferde
de,horse,green,young,plural,2,vier junge grüne Pferde
de,horse,green,young,plural,3,fünf junge grüne Pferde
de,horse,green,young,plural,4,sechs junge grüne Pferde
de,horse,green,young,plural,5,sieben junge grüne Pferde
de,horse,green,young,plural,6,acht junge grüne Pferde
de,horse,green,old,nom,,das alte grüne Pferd
de,horse,green,old,acc,,das alte grüne Pferd
de,horse,green,old,dat,,dem alten grünen Pferd
de,horse,green,old,plural,0,zwei alte grüne Pferde
de,horse,green,old,plural,1,drei alte grüne Pferde
de,horse,green,old,plural,2,vier alte grüne Pferde
de,horse,green,old,plural,3,fünf alte grüne Pferde
de,horse,green,old,plural,4,sechs alte grüne Pferde
de,horse,green,old,plural,5,sieben alte grüne Pferde
de,horse,green,old,plural,6,acht alte grüne Pferde
de,horse,yellow,small,nom,,das kleine gelbe Pferd
de,horse,yellow,small,acc,,das kleine gelbe Pferd
de,horse,yellow,small,dat,,dem kleinen gelben Pferd
de,horse,yellow,small,plural,0,zwei kleine gelbe Pferde
de,horse,yellow,small,plural,1,drei kleine gelbe Pferde
de,horse,yellow,small,plural,2,vier kleine gelbe Pferde
de,horse,yellow,small,plural,3,fünf kleine gelbe Pferde
de,horse,yellow,small,plural,4,sechs kleine gelbe Pferde
de,horse,yellow,small,plural,5,sieben kleine gelbe Pferde
de,horse,yellow,small,plural,6,acht kleine gelbe Pferde
de,horse,yellow,large,nom,,das große gelbe Pferd
de,horse,yellow,large,acc,,das große gelbe Pferd
de,horse,yellow,large,dat,,dem großen gelben Pferd
de,horse,yellow,large,plural,0,zwei große gelbe Pferde
de,horse,yellow,large,plural,1,drei große gelbe Pferde
de,horse,yellow,large,plural,2,vier große gelbe Pferde
de,horse,yellow,large,plural,3,fünf große gelbe Pferde
de,horse,yellow,large,plural,4,sechs große gelbe Pferde
de,horse,yellow,large,plural,5,sieben große gelbe Pferde
de,horse,yellow,large,plural,6,acht große gelbe Pferde
de,horse,yellow,young,nom,,das junge gelbe Pferd
de,horse,yellow,young,acc,,das junge gelbe Pferd
de,horse,yellow,young,dat,,dem jungen gelben Pferd
de,horse,yellow,young,plural,0,zwei junge gelbe Pferde
de,horse,yellow,young,plural,1,drei junge gelbe Pferde
de,horse,yellow,young,plural,2,vier junge gelbe Pferde
de,horse,yellow,young,plural,3,fünf junge gelbe Pferde
de,horse,yellow,young,plural,4,sechs junge gelbe Pferde
de,horse,yellow,young,plural,5,sieben junge gelbe Pferde
de,horse,yellow,young,plural,6,acht junge gelbe Pferde
de,horse,yellow,old,nom,,das alte gelbe Pferd
de,horse,yellow,old,acc,,das alte gelbe Pferd
de,horse,yellow,old,dat,,dem alten gelben Pferd
de,horse,yellow,old,plural,0,zwei alte gelbe Pferde
de,horse,yellow,old,plural,1,drei alte gelbe Pferde
de,horse,yellow,old,plural,2,vier alte gelbe Pferde
de,horse,yellow,old,plural,3,fünf alte gelbe Pferde
de,horse,yellow,old,plural,4,sechs alte gelbe Pferde
de,horse,yellow,old,plural,5,sieben alte gelbe Pferde
de,horse,yellow,old,plural,6,acht alte gelbe Pferde
de,horse,black,small,nom,,das kleine schwarze Pferd
de,horse,black,small,acc,,das kleine schwarze Pferd
de,horse,black,small,dat,,dem kleinen schwarzen Pferd
de,horse,black,small,plural,0,zwei kleine schwarze Pferde
de,horse,black,small,plural,1,drei kleine schwarze Pferde
de,horse,black,small,plural,2,vier kleine schwarze Pferde
de,horse,black,small,plural,3,fünf kleine schwarze Pferde
de,horse,black,small,plural,4,sechs kleine schwarze Pferde
de,horse,black,small,plural,5,sieben kleine schwarze Pferde
de,horse,black,small,plural,6,acht kleine schwarze Pferde
de,horse,black,large,nom,,das große schwarze Pferd
de,horse,black,large,acc,,das große schwarze Pferd
de,horse,black,large,dat,,dem großen schwarzen Pferd
de,horse,black,large,plural,0,zwei große schwarze Pferde
de,horse,black,large,plural,1,drei große schwarze Pferde
de,horse,black,large,plural,2,vier große schwarze Pferde
de,horse,black,large,plural,3,fünf große schwarze Pferde
de,horse,black,large,plural,4,sechs große schwarze Pferde
de,horse,black,large,plural,5,sieben große schwarze Pferde
de,horse,black,large,plural,6,acht große schwarze Pferde
de,horse,black,young,nom,,das junge schwarze Pferd
de,horse,black,young,acc,,das junge schwarze Pferd
de,horse,black,young,dat,,dem jungen schwarzen Pferd
de,horse,black,young,plural,0,zwei junge schwarze Pferde
de,horse,black,young,plural,1,drei junge schwarze Pferde
de,horse,black,young,plural,2,vier junge schwarze Pferde
de,horse,black,young,plural,3,fünf junge schwarze Pferde
de,horse,black,young,plural,4,sechs junge schwarze Pferde
de,horse,black,young,plural,5,sieben junge schwarze Pferde
de,horse,black,young,plural,6,acht junge schwarze Pferde
de,horse,black,old,nom,,das alte schwarze Pferd
de,horse,black,old,acc,,das alte schwarze Pferd
de,horse,black,old,dat,,dem alten schwarzen Pferd
de,horse,black,old,plural,0,zwei alte schwarze Pferde
de,horse,black,old,plural,1,drei alte schwarze Pferde
de,horse,black,old,plural,2,vier alte schwarze Pferde
de,horse,black,old,plural,3,fünf alte schwarze Pferde
de,horse,black,old,plural,4,sechs alte schwarze Pferde
de,horse,black,old,plural,5,sieben alte schwarze Pferde
de,horse,black,old,plural,6,acht alte schwarze Pferde
de,horse,white,small,nom,,das kleine weiße Pferd
de,horse,white,small,acc,,das kleine weiße Pferd
de,horse,white,small,dat,,dem kleinen weißen Pferd
de,horse,white,small,plural,0,zwei kleine weiße Pferde
de,horse,white,small,plural,1,drei kleine weiße Pferde
de,horse,white,small,plural,2,vier kleine weiße Pferde
de,horse,white,small,plural,3,fünf kleine weiße Pferde
de,horse,white,small,plural,4,sechs kleine weiße Pferde
de,horse,white,small,plural,5,sieben kleine weiße Pferde
de,horse,white,small,plural,6,acht kleine weiße Pferde
de,horse,white,large,nom,,das große weiße Pferd
de,horse,white,large,acc,,das große weiße Pferd
de,horse,white,large,dat,,dem großen weißen Pferd
de,horse,white,large,plural,0,zwei große weiße Pferde
de,horse,white,large,plural,1,drei große weiße Pferde
de,horse,white,large,plural,2,vier große weiße Pferde
de,horse,white,large,plural,3,fünf große weiße Pferde
de,horse,white,large,plural,4,sechs große weiße Pferde
de,horse,white,large,plural,5,sieben große weiße Pferde
de,horse,white,large,plural,6,acht große weiße Pferde
de,horse,white,young,nom,,das junge weiße Pferd
de,horse,white,young,acc,,das junge weiße Pferd
de,horse,white,young,dat,,dem jungen weißen Pferd
de,horse,white,young,plural,0,zwei junge weiße Pferde
de,horse,white,young,plural,1,drei junge weiße Pferde
de,horse,white,young,plural,2,vier junge weiße Pferde
de,horse,white,young,plural,3,fünf junge weiße Pferde
de,horse,white,young,plural,4,sechs junge weiße Pferde
de,horse,white,young,plural,5,sieben junge weiße Pferde
de,horse,white,young,plural,6,acht junge weiße Pferde
de,horse,white,old,nom,,das alte weiße Pferd
de,horse,white,old,acc,,das alte weiße Pferd
de,horse,white,old,dat,,dem alten weißen Pferd
de,horse,white,old,plural,0,zwei alte weiße Pferde
de,horse,white,old,plural,1,drei alte weiße Pferde
de,horse,white,old,plural,2,vier alte weiße Pferde
de,horse,white,old,plural,3,fünf alte weiße Pferde
de,horse,white,old,plural,4,sechs alte weiße Pferde
de,horse,white,old,plural,5,sieben alte weiße Pferde
de,horse,white,old,plural,6,acht alte weiße Pferde
de,sheep,red,small,nom,,das kleine rote Schaf
de,sheep,red,small,acc,,das kleine rote Schaf
de,sheep,red,small,dat,,dem kleinen roten Schaf
de,sheep,red,small,plural,0,zwei kleine rote Schafe
de,sheep,red,small,plural,1,drei kleine rote Schafe
de,sheep,red,small,plural,2,vier kleine rote Schafe
de,sheep,red,small,plural,3,fünf kleine rote Schafe
de,sheep,red,small,plural,4,sechs kleine rote Schafe
de,sheep,red,small,plural,5,sieben kleine rote Schafe
de,sheep,red,small,plural,6,acht kleine rote Schafe
de,sheep,red,large,nom,,das große rote Schaf
de,sheep,red,large,acc,,das große rote Schaf
de,sheep,red,large,dat,,dem großen roten Schaf
de,sheep,red,large,plural,0,zwei große rote Schafe
de,sheep,red,large,plural,1,drei große rote Schafe
de,sheep,red,large,plural,2,vier große rote Schafe
de,sheep,red,large,plural,3,fünf große rote Schafe
de,sheep,red,large,plural,4,sechs große rote Schafe
de,sheep,red,large,plural,5,sieben große rote Schafe
de,sheep,red,large,plural,6,acht große rote Schafe
de,sheep,red,young,nom,,das junge rote Schaf
de,sheep,red,young,acc,,das junge rote Schaf
de,sheep,red,young,dat,,dem jungen roten Schaf
de,sheep,red,young,plural,0,zwei junge rote Schafe
de,sheep,red,young,plural,1,drei junge rote Schafe
de,sheep,red,young,plural,2,vier junge rote Schafe
de,sheep,red,young,plural,3,fünf junge rote Schafe
de,sheep,red,young,plural,4,sechs junge rote Schafe
de,sheep,red,young,plural,5,sieben junge rote Schafe
de,sheep,red,young,plural,6,acht junge rote Schafe
de,sheep,red,old,nom,,das alte rote Schaf
de,sheep,red,old,acc,,das alte rote Schaf
de,sheep,red,old,dat,,dem alten roten Schaf
de,sheep,red,old,plural,0,zwei alte rote Schafe
de,sheep,red,old,plural,1,drei alte rote Schafe
de,sheep,red,old,plural,2,vier alte rote Schafe
de,sheep,red,old,plural,3,fünf alte rote Schafe
de,sheep,red,old,plural,4,sechs alte rote Schafe
de,sheep,red,old,plural,5,sieben alte rote Schafe
de,sheep,red,old,plural,6,acht alte rote Schafe
de,sheep,blue,small,nom,,das kleine blaue Schaf
de,sheep,blue,small,acc,,das kleine blaue Schaf
de,sheep,blue,small,dat,,dem kleinen blauen Schaf
de,sheep,blue,small,plural,0,zwei kleine blaue Schafe
de,sheep,blue,small,plural,1,drei kleine blaue Schafe
de,sheep,blue,small,plural,2,vier kleine blaue Schafe
de,sheep,blue,small,plural,3,fünf kleine blaue Schafe
de,sheep,blue,small,plural,4,sechs kleine blaue Schafe
de,sheep,blue,small,plural,5,sieben kleine blaue Schafe
de,sheep,blue,small,plural,6,acht kleine blaue Schafe
de,sheep,blue,large,nom,,das große blaue Schaf
de,sheep,blue,large,acc,,das große blaue Schaf
de,sheep,blue,large,dat,,dem großen blauen Schaf
de,sheep,blue,large,plural,0,zwei große blaue Schafe
de,sheep,blue,large,plural,1,drei große blaue Schafe
de,sheep,blue,large,plural,2,vier große blaue Schafe
de,sheep,blue,large,plural,3,fünf große blaue Schafe
de,sheep,blue,large,plural,4,sechs große blaue Schafe
de,sheep,blue,large,plural,5,sieben große blaue Schafe
de,sheep,blue,large,plural,6,acht große blaue Schafe
de,sheep,blue,young,nom,,das junge blaue Schaf
de,sheep,blue,young,acc,,das junge blaue Schaf
de,sheep,blue,young,dat,,dem jungen blauen Schaf
de,sheep,blue,young,plural,0,zwei junge blaue Schafe
de,sheep,blue,young,plural,1,drei junge blaue Schafe
de,sheep,blue,young,plural,2,vier junge blaue Schafe
de,sheep,blue,young,plural,3,fünf junge blaue Schafe
de,sheep,blue,young,plural,4,sechs junge blaue Schafe
de,sheep,blue,young,plural,5,sieben junge blaue Schafe
de,sheep,blue,young,plural,6,acht junge blaue Schafe
de,sheep,blue,old,nom,,das alte blaue Schaf
de,sheep,blue,old,acc,,das alte blaue Schaf
de,sheep,blue,old,dat,,dem alten blauen Schaf
de,sheep,blue,old,plural,0,zwei alte blaue Schafe
de,sheep,blue,old,plural,1,drei alte blaue Schafe
de,sheep,blue,old,plural,2,vier alte blaue Schafe
de,sheep,blue,old,plural,3,fünf alte blaue Schafe
de,sheep,blue,old,plural,4,sechs alte blaue Schafe
de,sheep,blue,old,plural,5,sieben alte blaue Schafe
de,sheep,blue,old,plural,6,acht alte blaue Schafe
de,sheep,green,small,nom,,das kleine grüne Schaf
de,sheep,green,small,acc,,das kleine grüne Schaf
de,sheep,green,small,dat,,dem kleinen grünen Schaf
de,sheep,green,small,plural,0,zwei kleine grüne Schafe
de,sheep,green,small,plural,1,drei kleine grüne Schafe
de,sheep,green,small,plural,2,vier kleine grüne Schafe
de,sheep,green,small,plural,3,fünf kleine grüne Schafe
de,sheep,green,small,plural,4,sechs kleine grüne Schafe
de,sheep,green,small,plural,5,sieben kleine grüne Schafe
de,sheep,green,small,plural,6,acht kleine grüne Schafe
de,sheep,green,large,nom,,das große grüne Schaf
de,sheep,green,large,acc,,das große grüne Schaf
de,sheep,green,large,dat,,dem großen grünen Schaf
de,sheep,green,large,plural,0,zwei große grüne Schafe
de,sheep,green,large,plural,1,drei große grüne Schafe
de,sheep,green,large,plural,2,vier große grüne Schafe
de,sheep,green,large,plural,3,fünf große grüne Schafe
de,sheep,green,large,plural,4,sechs große grüne Schafe
de,sheep,green,large,plural,5,sieben große grüne Schafe
de,sheep,green,large,plural,6,acht große grüne Schafe
de,sheep,green,young,nom,,das junge grüne Schaf
de,sheep,green,young,acc,,das junge grüne Schaf
de,sheep,green,young,dat,,dem jungen grünen Schaf
de,sheep,green,young,plural,0,zwei junge grüne Schafe
de,sheep,green,young,plural,1,drei junge grüne Schafe
de,sheep,green,young,plural,2,vier junge grüne Schafe
de,sheep,green,young,plural,3,fünf junge grüne Schafe
de,sheep,green,young,plural,4,sechs junge grüne Schafe
de,sheep,green,young,plural,5,sieben junge grüne Schafe
de,sheep,green,young,plural,6,acht junge grüne Schafe
de,sheep,green,old,nom,,das alte grüne Schaf
de,sheep,green,old,acc,,das alte grüne Schaf
de,sheep,green,old,dat,,dem alten grünen Schaf
de,sheep,green,old,plural,0,zwei alte grüne Schafe
de,sheep,green,old,plural,1,drei alte grüne Schafe
de,sheep,green,old,plural,2,vier alte grüne Schafe
de,sheep,green,old,plural,3,fünf alte grüne Schafe
de,sheep,green,old,plural,4,sechs alte grüne Schafe
de,sheep,green,old,plural,5,sieben alte grüne Schafe
de,sheep,green,old,plural,6,acht alte grüne Schafe
de,sheep,yellow,small,nom,,das kleine gelbe Schaf
de,sheep,yellow,small,acc,,das kleine gelbe Schaf
de,sheep,yellow,small,dat,,dem kleinen gelben Schaf
de,sheep,yellow,small,plural,0,zwei kleine gelbe Schafe
de,sheep,yellow,small,plural,1,drei kleine gelbe Schafe
de,sheep,yellow,small,plural,2,vier kleine gelbe Schafe
de,sheep,yellow,small,plural,3,fünf kleine gelbe Schafe
de,sheep,yellow,small,plural,4,sechs kleine gelbe Schafe
de,sheep,yellow,small,plural,5,sieben kleine gelbe Schafe
de,sheep,yellow,small,plural,6,acht kleine gelbe Schafe
de,sheep,yellow,large,nom,,das große gelbe Schaf
de,sheep,yellow,large,acc,,das große gelbe Schaf
de,sheep,yellow,large,dat,,dem großen gelben Schaf
de,sheep,yellow,large,plural,0,zwei große gelbe Schafe
de,sheep,yellow,large,plural,1,drei große gelbe Schafe
de,sheep,yellow,large,plural,2,vier große gelbe Schafe
de,sheep,yellow,large,plural,3,fünf große gelbe Schafe
de,sheep,yellow,large,plural,4,sechs große gelbe Schafe
de,sheep,yellow,large,plural,5,sieben große gelbe Schafe
de,sheep,yellow,large,plural,6,acht große gelbe Schafe
de,sheep,yellow,young,nom,,das junge gelbe Schaf
de,sheep,yellow,young,acc,,das junge gelbe Schaf
de,sheep,yellow,young,dat,,dem jungen gelben Schaf
de,sheep,yellow,young,plural,0,zwei junge gelbe Schafe
de,sheep,yellow,young,plural,1,drei junge gelbe Schafe
de,sheep,yellow,young,plural,2,vier junge gelbe Schafe
de,sheep,yellow,young,plural,3,fünf junge gelbe Schafe
de,sheep,yellow,young,plural,4,sechs junge gelbe Schafe
de,sheep,yellow,young,plural,5,sieben junge gelbe Schafe
de,sheep,yellow,young,plural,6,acht junge gelbe Schafe
de,sheep,yellow,old,nom,,das alte gelbe Schaf
de,sheep,yellow,old,acc,,das alte gelbe Schaf
de,sheep,yellow,old,dat,,dem alten gelben Schaf
de,sheep,yellow,old,plural,0,zwei alte gelbe Schafe
de,sheep,yellow,old,plural,1,drei alte gelbe Schafe
de,sheep,yellow,old,plural,2,vier alte gelbe Schafe
de,sheep,yellow,old,plural,3,fünf alte gelbe Schafe
de,sheep,yellow,old,plural,4,sechs alte gelbe Schafe
de,sheep,yellow,old,plural,5,sieben alte gelbe Schafe
de,sheep,yellow,old,plural,6,acht alte gelbe Schafe
de,sheep,black,small,nom,,das kleine schwarze Schaf
de,sheep,black,small,acc,,das kleine schwarze Schaf
de,sheep,black,small,dat,,dem kleinen schwarzen Schaf
de,sheep,black,small,plural,0,zwei kleine schwarze Schafe
de,sheep,black,small,plural,1,drei kleine schwarze Schafe
de,sheep,black,small,plural,2,vier kleine schwarze Schafe
de,sheep,black,small,plural,3,fünf kleine schwarze Schafe
de,sheep,black,small,plural,4,sechs kleine schwarze Schafe
de,sheep,black,small,plural,5,sieben kleine schwarze Schafe
